"","date","city","state","dead","injured","total","description","year","quarter","month","day","date2","weekday","lat","lng"
"1512",2022-06-30,"Newark","New Jersey",0,9,9,"Nine people were injured in a shooting.",2022,2,"Jun",30,"Jun 30","Thu",40.7245,-74.1725
"1513",2022-06-29,"Jersey City","New Jersey",0,4,4,"Four people were injured in a shooting in the Greenville neighborhood.",2022,2,"Jun",29,"Jun 29","Wed",40.7184,-74.0686
"1514",2022-06-29,"Philadelphia","Pennsylvania",0,4,4,"Four people were shot in the East Germantown neighborhood of Northwest Philadelphia.",2022,2,"Jun",29,"Jun 29","Wed",40.0077,-75.1339
"1515",2022-06-28,"Ripley","Tennessee",1,3,4,"One person was fatally shot and two others were injured after a teenager violently forced his way into a home and opened fire. The shooter was also wounded.",2022,2,"Jun",28,"Jun 28","Tue",35.7449,-89.5358
"1516",2022-06-27,"Holly Springs","Mississippi",1,3,4,"One person was killed and three others were injured during a shootout on MS-178.",2022,2,"Jun",27,"Jun 27","Mon",34.7768,-89.4466
"1517",2022-06-27,"Charlotte","North Carolina",0,5,5,"Five people, included two children, were shot in the Lincoln Heights neighborhood.",2022,2,"Jun",27,"Jun 27","Mon",35.2083,-80.8303
"1518",2022-06-26,"Winona","Texas",0,5,5,"Five people were shot at a trail ride concert.",2022,2,"Jun",26,"Jun 26","Sun",32.4928,-95.173
"1519",2022-06-26,"Paterson","New Jersey",0,5,5,"Five people were wounded after a shooting.",2022,2,"Jun",26,"Jun 26","Sun",40.9147,-74.1624
"1520",2022-06-26,"Blakely","Georgia",1,6,7,"One person was killed and six others wounded after a shooting.",2022,2,"Jun",26,"Jun 26","Sun",31.3827,-84.9228
"1521",2022-06-26,"San Antonio","Texas",1,3,4,"During the early morning, a fight at a nightclub escalated into a shootout that left one dead and three injured.",2022,2,"Jun",26,"Jun 26","Sun",29.4632,-98.5238
"1522",2022-06-26,"Tacoma","Washington",0,8,8,"Eight people were shot at a party in South Tacoma.",2022,2,"Jun",26,"Jun 26","Sun",47.2431,-122.4531
"1523",2022-06-26,"Tacoma","Washington",1,4,5,"Five people were shot, one fatally.",2022,2,"Jun",26,"Jun 26","Sun",47.2431,-122.4531
"1524",2022-06-26,"Sutherlin","Virginia",1,7,8,"An early morning shooting at a party left one dead and seven others injured.",2022,2,"Jun",26,"Jun 26","Sun",NA,NA
"1525",2022-06-25,"Minneapolis","Minnesota",0,4,4,"After multiple fights broke out during a gathering, a shooting left four injured, including several uninvolved bystanders, during the late evening hours.",2022,2,"Jun",25,"Jun 25","Sat",44.9635,-93.2678
"1526",2022-06-25,"Houston","Texas",2,2,4,"Two men were killed and another two wounded after an argument escalated into a shooting.",2022,2,"Jun",25,"Jun 25","Sat",29.786,-95.3885
"1527",2022-06-25,"New York City","New York",0,4,4,"Four people, including an eight-year-old boy, were wounded after a man on a dirtbike opened fire on a barbeque in the Bedford-Stuyvesant neighborhood of Brooklyn.",2022,2,"Jun",25,"Jun 25","Sat",NA,NA
"1528",2022-06-24,"Hopewell","Virginia",2,2,4,"Four teenagers were shot near railroad tracks, two fatally.",2022,2,"Jun",24,"Jun 24","Fri",37.2915,-77.2985
"1529",2022-06-24,"Philadelphia","Pennsylvania",2,2,4,"Two were killed and two others wounded after a shootout in the Point Breeze neighborhood.",2022,2,"Jun",24,"Jun 24","Fri",40.0077,-75.1339
"1530",2022-06-24,"Burleson","Texas",1,3,4,"A shooting killed a woman driving nearby and wounded three others. Six were arrested in connection with the shooting.",2022,2,"Jun",24,"Jun 24","Fri",32.517,-97.3344
"1531",2022-06-23,"Chicago","Illinois",1,3,4,"Four people were shot, one fatally, near a CTA Red Line station.",2022,2,"Jun",23,"Jun 23","Thu",41.8375,-87.6866
"1532",2022-06-20,"New York City","New York",0,5,5,"Five people were shot at a party in the St. George neighborhood of Staten Island.",2022,2,"Jun",20,"Jun 20","Mon",NA,NA
"1533",2022-06-20,"New York City","New York",1,8,9,"One person was killed, and eight others wounded at a late night barbeque party in a park in Harlem.",2022,2,"Jun",20,"Jun 20","Mon",NA,NA
"1534",2022-06-19,"Detroit","Michigan",1,3,4,"Four people were shot, one fatally, at an apartment complex and a park in two connected shootings in the Krainz Woods neighborhood.",2022,2,"Jun",19,"Jun 19","Sun",42.3834,-83.1024
"1535",2022-06-19,"Washington","District of Columbia",1,3,4,"A teenager was killed and three others, including a police officer, were shot during a concert celebrating Juneteenth in the Cardozo neighborhood.",2022,2,"Jun",19,"Jun 19","Sun",38.9047,-77.0163
"1536",2022-06-19,"Grand Rapids","Michigan",0,4,4,"Four people were shot in the Burton Heights neighborhood in the city's southeast side.",2022,2,"Jun",19,"Jun 19","Sun",42.9619,-85.6562
"1537",2022-06-19,"Walterboro","South Carolina",2,2,4,"Two people were killed, and two others injured during a shooting at a nightclub.",2022,2,"Jun",19,"Jun 19","Sun",32.901,-80.676
"1538",2022-06-19,"Miami","Florida",0,5,5,"Five people, including a teenager, were shot while in a car at an intersection between the Coral Way and Coconut Grove neighborhoods.",2022,2,"Jun",19,"Jun 19","Sun",25.784,-80.2101
"1539",2022-06-18,"San Antonio","Texas",2,5,7,"A family having a barbeque in their front yard was fired upon in a drive-by shooting, leaving two dead and five injured.",2022,2,"Jun",18,"Jun 18","Sat",29.4632,-98.5238
"1540",2022-06-18,"Baltimore","Maryland",0,4,4,"Three people standing together in the Sandtown-Winchester neighborhood were shot. A fourth person who was driving by was also hit by gunfire.",2022,2,"Jun",18,"Jun 18","Sat",39.3051,-76.6144
"1541",2022-06-18,"Pensacola","Florida",0,5,5,"Just after midnight five people were shot at a nightclub in Downtown Pensacola.",2022,2,"Jun",18,"Jun 18","Sat",30.4413,-87.1911
"1542",2022-06-17,"Chicago","Illinois",0,5,5,"A group of people standing in a parking lot in the Lake Meadows neighborhood were fired upon, leaving five injured.",2022,2,"Jun",17,"Jun 17","Fri",41.8375,-87.6866
"1543",2022-06-16,"Oakland","California",1,4,5,"Five people were shot, one fatally, in the Civic Center neighborhood.",2022,2,"Jun",16,"Jun 16","Thu",37.7904,-122.2166
"1544",2022-06-15,"Denmark","South Carolina",0,4,4,"Four people, including at least one teenager, were shot.",2022,2,"Jun",15,"Jun 15","Wed",33.3152,-81.1364
"1545",2022-06-14,"Casselberry","Florida",4,0,4,"Four people, including a child, were fatally shot in a murder-suicide at an apartment complex.",2022,2,"Jun",14,"Jun 14","Tue",28.6624,-81.3217
"1546",2022-06-14,"Claremont","North Carolina",1,3,4,"A man shot fatally a woman and injured her two adult children over an argument about repairing a sink. After shooting them, he shot himself in the foot.",2022,2,"Jun",14,"Jun 14","Tue",35.7104,-81.1532
"1547",2022-06-12,"Roseville","Michigan",0,4,4,"A domestic incident escalated into a shooting that injured four.",2022,2,"Jun",12,"Jun 12","Sun",42.5074,-82.9369
"1548",2022-06-12,"Austin","Texas",1,3,4,"An argument in the Los Indios neighborhood led to a shooting that killed one and injured three others.",2022,2,"Jun",12,"Jun 12","Sun",30.3005,-97.7522
"1549",2022-06-12,"New Orleans","Louisiana",0,4,4,"Four people were shot outside a bar in the Mid-City neighborhood.",2022,2,"Jun",12,"Jun 12","Sun",30.0687,-89.9288
"1550",2022-06-12,"Gary","Indiana",2,4,6,"A shooting at a nightclub left two dead and four others wounded.",2022,2,"Jun",12,"Jun 12","Sun",41.5905,-87.3473
"1551",2022-06-12,"Denver","Colorado",2,4,6,"Six people were shot, two fatally, during a party in the Virginia Village neighborhood.",2022,2,"Jun",12,"Jun 12","Sun",39.762,-104.8758
"1552",2022-06-12,"Los Angeles","California",3,4,7,"Three people were killed and four others injured during a shooting at a rapper's birthday party concert in the Boyle Heights neighborhood. Two security guards were wounded.",2022,2,"Jun",12,"Jun 12","Sun",34.1141,-118.4068
"1553",2022-06-12,"Indianapolis","Indiana",0,5,5,"A teenager shot four people during an argument, leaving one paralyzed, before being shot herself.",2022,2,"Jun",12,"Jun 12","Sun",39.7771,-86.1458
"1554",2022-06-11,"South Fulton","Georgia",0,7,7,"Seven people were shot during a party.",2022,2,"Jun",11,"Jun 11","Sat",33.6273,-84.58
"1555",2022-06-11,"Nashville","Tennessee",2,2,4,"Two people were shot, two fatally, during a birthday pool party at an apartment complex.",2022,2,"Jun",11,"Jun 11","Sat",36.1715,-86.7842
"1556",2022-06-11,"Louisville","Kentucky",0,5,5,"Five teenagers were shot near the Big Four Bridge.",2022,2,"Jun",11,"Jun 11","Sat",38.1663,-85.6485
"1557",2022-06-11,"Chicago","Illinois",1,4,5,"Five people in an alleyway in the Auburn Gresham neighborhood were shot in a drive-by shooting. One victim later died of their injuries.",2022,2,"Jun",11,"Jun 11","Sat",41.8375,-87.6866
"1558",2022-06-11,"Detroit","Michigan",0,4,4,"Four people were injured in a drive-by shooting during a bachelor party being hosted at an Airbnb in the Davison-Schoolcraft neighborhood in the city's northwest side.",2022,2,"Jun",11,"Jun 11","Sat",42.3834,-83.1024
"1559",2022-06-10,"Decatur","Georgia",1,3,4,"An argument at a restaurant led to a shooting that left one person dead and three others injured.",2022,2,"Jun",10,"Jun 10","Fri",33.7711,-84.2963
"1560",2022-06-09,"Smithsburg","Maryland",3,3,6,"A shooter opened fire at a manufacturing facility, killing three and injuring one before fleeing the scene. Responding officers spotted the fleeing suspect, who engaged in a gun battle with state troopers, leaving the suspect and a state trooper injured.",2022,2,"Jun",9,"Jun 9","Thu",39.6559,-77.575
"1561",2022-06-08,"Yuma","Arizona",0,4,4,"A gunfight between two cars left four injured.",2022,2,"Jun",8,"Jun 8","Wed",32.5995,-114.5491
"1562",2022-06-07,"Chicago","Illinois",0,4,4,"Four people were shot on a sidewalk in the North Lawndale neighborhood.",2022,2,"Jun",7,"Jun 7","Tue",41.8375,-87.6866
"1563",2022-06-07,"Baltimore","Maryland",2,2,4,"Four men sitting in the side yard of a house in the Frankford neighborhood were fired upon by a shooter. Two were killed, and the other two were wounded.",2022,2,"Jun",7,"Jun 7","Tue",39.3051,-76.6144
"1564",2022-06-07,"Chicago","Illinois",0,4,4,"Four people, including a teenager, were shot near a courtyard in the Altgeld Gardens neighborhood.",2022,2,"Jun",7,"Jun 7","Tue",41.8375,-87.6866
"1565",2022-06-07,"Portsmouth","Virginia",4,0,4,"Four people were fatally shot at a home. The fourth victim succumbed to their injuries after a few days.",2022,2,"Jun",7,"Jun 7","Tue",36.8468,-76.354
"1566",2022-06-06,"Salt Lake City","Utah",1,3,4,"Four people were shot, one of them fatally, at an apartment complex after a fight escalated.",2022,2,"Jun",6,"Jun 6","Mon",40.7776,-111.9311
"1567",2022-06-05,"Andrews","South Carolina",0,4,4,"Four people were injured in a drive-by shooting shortly before midnight.",2022,2,"Jun",5,"Jun 5","Sun",33.4494,-79.566
"1568",2022-06-05,"Saginaw","Michigan",3,2,5,"Three people were killed and two were wounded by an early morning shooting at a house. The child of a dead pregnant woman was soon delivered by doctors.",2022,2,"Jun",5,"Jun 5","Sun",43.4199,-83.9501
"1569",2022-06-05,"Mesa","Arizona",2,2,4,"Two people were killed and two others injured in a shooting outside a nightclub.",2022,2,"Jun",5,"Jun 5","Sun",33.4015,-111.7178
"1570",2022-06-05,"Chattanooga","Tennessee",2,12,14,"2022 Chattanooga shooting: Fourteen were shot, two of them fatally, at a nightclub during the early morning. A third person was killed by a vehicle attempting to flee.",2022,2,"Jun",5,"Jun 5","Sun",35.066,-85.2481
"1571",2022-06-05,"Grand Rapids","Michigan",1,3,4,"One person was killed and three others injured in an early morning shooting at the Festival of the Arts.",2022,2,"Jun",5,"Jun 5","Sun",42.9619,-85.6562
"1572",2022-06-04,"Summerton","South Carolina",1,7,8,"Eight people, including six children, were shot during a graduation party after occupants in two cars opened fire at the partygoers in the yard of the house it was being held at. An adult woman was killed.",2022,2,"Jun",4,"Jun 4","Sat",33.6013,-80.3527
"1573",2022-06-04,"Philadelphia","Pennsylvania",3,11,14,"2022 Philadelphia shooting: Fourteen people were shot, three of them fatally, by multiple shooters on South Street. One of the shooters may have been shot by a responding police officer.",2022,2,"Jun",4,"Jun 4","Sat",40.0077,-75.1339
"1574",2022-06-04,"Hempstead","New York",1,3,4,"A man was fatally shot and three others were wounded beside an apartment building.",2022,2,"Jun",4,"Jun 4","Sat",NA,NA
"1575",2022-06-04,"Enterprise","Nevada",0,4,4,"A couple was arrested after the boyfriend shot three people during an argument. The boyfriend was also shot.",2022,2,"Jun",4,"Jun 4","Sat",36.0091,-115.2278
"1576",2022-06-04,"Macon","Georgia",1,3,4,"Four people were shot, one fatally, at an abandoned home.",2022,2,"Jun",4,"Jun 4","Sat",32.8065,-83.6974
"1577",2022-06-04,"Socorro","Texas",0,5,5,"Five teenagers were wounded in a targeted shooting at an early morning graduation house party after two groups at the party began fighting.",2022,2,"Jun",4,"Jun 4","Sat",31.6383,-106.2601
"1578",2022-06-04,"Phoenix","Arizona",1,8,9,"A fight during a party being held at a strip mall escalated into gunfire, with nine people being shot.",2022,2,"Jun",4,"Jun 4","Sat",33.5722,-112.0892
"1579",2022-06-03,"Omaha","Nebraska",1,3,4,"Four people were shot, one fatally, shortly before midnight near an apartment complex.",2022,2,"Jun",3,"Jun 3","Fri",41.2627,-96.0529
"1580",2022-06-03,"Chester","Virginia",1,5,6,"Six people were shot, one fatally, during a party. One of the shooting victims also suffered a broken arm.",2022,2,"Jun",3,"Jun 3","Fri",37.3531,-77.4342
"1581",2022-06-03,"Birch River","West Virginia",2,2,4,"Two police officers responding to a domestic disturbance were fired upon by two men. In the ensuing gun battle, a shooter and a police officer were killed. The surviving officer and shooter were both shot.",2022,2,"Jun",3,"Jun 3","Fri",38.4961,-80.7497
"1582",2022-06-02,"Centerville","Texas",5,0,5,"Centerville shooting: An escaped prisoner broke into the holiday home of a grandfather and his four grandchildren and fatally shot four of them, as well as fatally stabbing one of the grandchildren, before stealing their truck. The prisoner was fatally shot in a gun battle with police later the same day.",2022,2,"Jun",2,"Jun 2","Thu",31.2583,-95.9794
"1583",2022-06-01,"Tulsa","Oklahoma",5,0,5,"Warren Clinic shooting: At least four people were killed and multiple were injured after a shooting inside a building on the Saint Francis Hospital campus. The shooter fatally shot himself.",2022,2,"Jun",1,"Jun 1","Wed",36.1283,-95.9042
"1584",2022-05-31,"Waco","Texas",0,4,4,"Four people were shot in the Carver neighborhood.",2022,2,"May",31,"May 31","Tue",31.5599,-97.1882
"1585",2022-05-31,"Wyoming","Michigan",4,0,4,"A concerned relative checked their family at their home and found four of them dead. A man had killed his girlfriend and her two eldest children before committing suicide. Three younger children were found unharmed in the home.",2022,2,"May",31,"May 31","Tue",42.8908,-85.7066
"1586",2022-05-30,"Charleston","South Carolina",0,10,10,"Ten people were shot during a party in a vacant parking lot, including a teenager. A police officer who was arriving at the scene was shot at in his police cruiser and suffered a shrapnel injury.",2022,2,"May",30,"May 30","Mon",32.8168,-79.9687
"1587",2022-05-30,"Philadelphia","Pennsylvania",2,2,4,"A shooting at a party in the Port Richmond neighborhood left two dead, including a teenager, and two others wounded.",2022,2,"May",30,"May 30","Mon",40.0077,-75.1339
"1588",2022-05-30,"Benton Harbor","Michigan",1,6,7,"Seven people were shot, one of them fatally, outside a bar and a liquor store during the early morning.",2022,2,"May",30,"May 30","Mon",42.1159,-86.4488
"1589",2022-05-29,"Houston","Texas",0,4,4,"Four people were shot in the Willow Springs neighborhood. A victim driving away from the scene fatally struck a motorcyclist.",2022,2,"May",29,"May 29","Sun",29.786,-95.3885
"1590",2022-05-29,"Chicago","Illinois",1,4,5,"A man shot four people, one fatally, at a home in the Humboldt Park neighborhood before barricading himself inside during a domestic-related incident. The shooter was eventually shot by a SWAT team.",2022,2,"May",29,"May 29","Sun",41.8375,-87.6866
"1591",2022-05-29,"Taft","Oklahoma",1,7,8,"One person was killed and seven others wounded after a shooting at a Memorial Day festival at the Old City Square.",2022,2,"May",29,"May 29","Sun",35.7608,-95.5454
"1592",2022-05-29,"Henderson","Nevada",0,7,7,"Seven people were shot during a shoot-out between biker gangs on U.S. Route 95, causing the highway to be shut down in both directions for several hours.",2022,2,"May",29,"May 29","Sun",36.0133,-115.0381
"1593",2022-05-29,"Phoenix","Arizona",0,6,6,"Six people were shot during a house party.",2022,2,"May",29,"May 29","Sun",33.5722,-112.0892
"1594",2022-05-29,"Fergus","California",1,3,4,"Four people were shot, one fatally, at a house party during the early morning in Merced County.",2022,2,"May",29,"May 29","Sun",NA,NA
"1595",2022-05-29,"Chicago","Illinois",0,5,5,"Five people, including a teenager, were shot in the West Garfield Park neighborhood in the early morning.",2022,2,"May",29,"May 29","Sun",41.8375,-87.6866
"1596",2022-05-28,"Memphis","Tennessee",0,4,4,"Four people were shot during an illegal car show between the Hollywood and Hyde Park neighborhoods.",2022,2,"May",28,"May 28","Sat",35.1087,-89.9663
"1597",2022-05-28,"Malabar","Florida",0,4,4,"A disturbance between two teenagers at a house party escalated into a shooting that wounded four after one of the teenagers opened fire shortly before midnight.",2022,2,"May",28,"May 28","Sat",27.9884,-80.5781
"1598",2022-05-28,"Fresno","California",1,3,4,"One teenager was killed and three were wounded in a shooting in the McLane neighborhood.",2022,2,"May",28,"May 28","Sat",36.783,-119.7939
"1599",2022-05-28,"Chattanooga","Tennessee",0,6,6,"Six people were injured during an exchange of gunfire in the Riverfront neighborhood.",2022,2,"May",28,"May 28","Sat",35.066,-85.2481
"1600",2022-05-28,"Colorado Springs","Colorado",1,3,4,"Four people were shot, one fatally, in a shooting in a bar parking lot during the early morning hours.",2022,2,"May",28,"May 28","Sat",38.8674,-104.7605
"1601",2022-05-27,"Austin Township","Michigan",4,1,5,"A man fatally shot his wife and his step-children before non-fatally shooting himself in the head.",2022,2,"May",27,"May 27","Fri",NA,NA
"1602",2022-05-27,"Anniston","Alabama",0,6,6,"Six people, including several teenagers, were shot at a graduation party.",2022,2,"May",27,"May 27","Fri",33.6712,-85.8135
"1603",2022-05-25,"Philadelphia","Pennsylvania",0,4,4,"Four people were shot, including two teenagers, while on the way to a prom party in the Mantua neighborhood.",2022,2,"May",25,"May 25","Wed",40.0077,-75.1339
"1604",2022-05-24,"Uvalde","Texas",22,18,40,"Robb Elementary School shooting: An 18-year-old shot his grandmother at their home before driving to Robb Elementary School, where he entered the school unobstructed, barricading himself inside a classroom and fatally shooting twenty-one people, including nineteen children. Eighteen people in total were wounded. The shooter was eventually fatally shot by a Border Patrol officer, who was shot during the shootout.",2022,2,"May",24,"May 24","Tue",29.2152,-99.7782
"1605",2022-05-23,"Cleveland","Ohio",0,5,5,"Five people were shot during a memorial service in the Collinwood neighborhood.",2022,2,"May",23,"May 23","Mon",41.4764,-81.6805
"1606",2022-05-23,"North Charleston","South Carolina",0,5,5,"Five people were injured in an early morning shooting at a nightclub. Several others were injured by broken glass during the chaos of the shooting.",2022,2,"May",23,"May 23","Mon",32.9067,-80.0722
"1607",2022-05-22,"San Juan","Puerto Rico",5,0,5,"Police discovered five people shot to death at a public housing complex in the Caimito barrio.",2022,2,"May",22,"May 22","Sun",18.3985,-66.061
"1608",2022-05-22,"Riverside","Alabama",4,0,4,"A man fatally shot his two teenage daughters and his wife before shooting himself.",2022,2,"May",22,"May 22","Sun",33.6171,-86.2042
"1609",2022-05-21,"Tacoma","Washington",0,4,4,"A drive-by shooting in the South End area left four wounded.",2022,2,"May",21,"May 21","Sat",47.2431,-122.4531
"1610",2022-05-21,"Goshen","Indiana",2,3,5,"A shooting occurred at a home, leaving two people dead and three injured.",2022,2,"May",21,"May 21","Sat",41.5743,-85.8309
"1611",2022-05-20,"San Bernardino","California",1,9,10,"A shooting occurred at an after-prom party, leaving one dead and nine injured.",2022,2,"May",20,"May 20","Fri",34.1416,-117.2943
"1612",2022-05-20,"New Orleans","Louisiana",1,3,4,"Four people were shot, one fatally, in the Holy Cross neighborhood.",2022,2,"May",20,"May 20","Fri",30.0687,-89.9288
"1613",2022-05-20,"Kissimmee","Florida",1,3,4,"A drive-by shooting in front of a grocery store wounded three and killed one.",2022,2,"May",20,"May 20","Fri",28.3041,-81.4169
"1614",2022-05-19,"Chicago","Illinois",2,8,10,"Magnificent Mile shooting: An individual opened fire during an altercation between two groups of teenagers, killing two and injuring eight. The shooter engaged in a chase with police in the subway, during which a woman fell onto the train tracks and was electrocuted during the chaos.",2022,2,"May",19,"May 19","Thu",41.8375,-87.6866
"1615",2022-05-19,"Houston","Texas",4,0,4,"An estranged husband opened fire on his wife, killing her, their daughter, and his mother-in-law before committing suicide.",2022,2,"May",19,"May 19","Thu",29.786,-95.3885
"1616",2022-05-18,"Philadelphia","Pennsylvania",0,5,5,"Five people were shot in the Cecil B. Moore neighborhood, including a teenager.",2022,2,"May",18,"May 18","Wed",40.0077,-75.1339
"1617",2022-05-17,"East Palo Alto","California",1,3,4,"Four people were shot, one of them fatally, at a park in a targeted attack.",2022,2,"May",17,"May 17","Tue",37.4671,-122.1352
"1618",2022-05-15,"Winston-Salem","North Carolina",0,7,7,"Seven people were shot in three connected shootings that preceded an exchange of gunfire.",2022,2,"May",15,"May 15","Sun",36.1029,-80.261
"1619",2022-05-15,"Elizabeth City","North Carolina",0,4,4,"Two teenagers and two juveniles were shot at a house in the Shepard Street–South Road Street Historic District.",2022,2,"May",15,"May 15","Sun",36.2942,-76.236
"1620",2022-05-15,"Laguna Woods","California",1,5,6,"2022 Laguna Woods shooting: A man motivated by anti-Taiwanese sentiment opened fire at a church, killing one and wounding five others, before being physically restrained by churchgoers.",2022,2,"May",15,"May 15","Sun",33.6099,-117.7299
"1621",2022-05-15,"Houston","Texas",2,3,5,"Two people were killed, and three others were injured, at a flea market after an argument escalated into a shooting in the Meadowviewland neighborhood.",2022,2,"May",15,"May 15","Sun",29.786,-95.3885
"1622",2022-05-15,"Amarillo","Texas",1,4,5,"Five people were shot at a nightclub in the morning, with one person dying.",2022,2,"May",15,"May 15","Sun",35.1984,-101.8316
"1623",2022-05-14,"Buffalo","New York",10,3,13,"2022 Buffalo shooting: An 18-year-old white supremacist clad in body armor opened fire at a Tops supermarket, killing ten, including a security guard, and wounding three others.",2022,2,"May",14,"May 14","Sat",42.9018,-78.8487
"1624",2022-05-13,"Milwaukee","Wisconsin",0,17,17,"A gunfight among several groups of people wounded seventeen people following an NBA game in the East Town neighborhood.",2022,2,"May",13,"May 13","Fri",43.0642,-87.9675
"1625",2022-05-13,"Dallas","Texas",2,3,5,"Two people were killed, and three were injured, in a shooting in the Deep Ellum neighborhood.",2022,2,"May",13,"May 13","Fri",32.7935,-96.7667
"1626",2022-05-12,"Hot Springs","Arkansas",0,4,4,"A fight outside a convention center following a high school graduation ceremony led to a shooting that injured four. No students or graduates were involved in the shooting or the fight.",2022,2,"May",12,"May 12","Thu",34.4892,-93.0501
"1627",2022-05-11,"Paterson","New Jersey",1,4,5,"A teenage girl was killed, and four men wounded, in a shooting in the Sandy Hill neighborhood.",2022,2,"May",11,"May 11","Wed",40.9147,-74.1624
"1628",2022-05-11,"Chicago","Illinois",0,4,4,"Four people, including two children, were shot while they drove together in a vehicle in the West Englewood neighborhood.",2022,2,"May",11,"May 11","Wed",41.8375,-87.6866
"1629",2022-05-11,"St. Louis","Missouri",1,3,4,"Four people, including a teenager and a baby, were injured in an ambush while they drove in a car in the Mark Twain neighborhood. One of the adult victims later succumbed to his injuries.",2022,2,"May",11,"May 11","Wed",38.6359,-90.2451
"1630",2022-05-11,"Indianapolis","Indiana",0,4,4,"Four people, including two teenagers, were shot along the Canal Walk after two groups of people began shooting at each other across the water following an argument.",2022,2,"May",11,"May 11","Wed",39.7771,-86.1458
"1631",2022-05-10,"Brookshire","Texas",1,3,4,"A shooter shot four people, one fatally, before fleeing and sparking a manhunt.",2022,2,"May",10,"May 10","Tue",29.7824,-95.9514
"1632",2022-05-10,"Chicago","Illinois",0,6,6,"Six people were shot by two men in a drive-by shooting in the Jackson Park neighborhood on the South Side.",2022,2,"May",10,"May 10","Tue",41.8375,-87.6866
"1633",2022-05-10,"Baltimore","Maryland",0,5,5,"Five people were shot during a confrontation between two groups after at least one of the groups opened fire in northwestern Baltimore.",2022,2,"May",10,"May 10","Tue",39.3051,-76.6144
"1634",2022-05-10,"Chicago","Illinois",1,4,5,"Five teenagers outside in the Back of the Yards neighborhood on the South Side were shot, one fatally, by multiple occupants of a stolen vehicle.",2022,2,"May",10,"May 10","Tue",41.8375,-87.6866
"1635",2022-05-10,"Baltimore","Maryland",1,3,4,"Four people were shot, one fatally, in the Milton-Montford neighborhood.",2022,2,"May",10,"May 10","Tue",39.3051,-76.6144
"1636",2022-05-10,"Philadelphia","Pennsylvania",0,4,4,"Four people were shot, including two teenagers, in the Kensington neighborhood.",2022,2,"May",10,"May 10","Tue",40.0077,-75.1339
"1637",2022-05-09,"Tuscaloosa","Alabama",0,5,5,"An argument in the common area of an apartment complex led to a shooting that injured five.",2022,2,"May",9,"May 9","Mon",33.2348,-87.5268
"1638",2022-05-09,"Detroit","Michigan",0,4,4,"A fight amongst a group of people in the Chandler Park neighborhood on the city's east side led to four people, including three teenagers, being shot.",2022,2,"May",9,"May 9","Mon",42.3834,-83.1024
"1639",2022-05-08,"Clarkston","Georgia",3,3,6,"Three people were killed, and another three were injured, in a shooting at a condominium complex. The suspected shooter has since been found.",2022,2,"May",8,"May 8","Sun",33.8117,-84.2403
"1640",2022-05-07,"Garland","Texas",2,2,4,"A shooting outside a house party left two teenagers dead, and two others injured, shortly before midnight.",2022,2,"May",7,"May 7","Sat",32.91,-96.6304
"1641",2022-05-07,"Brownsville","Florida",0,4,4,"A fight during an informal car meet among a group of people led to a shooting that injured four, including two juveniles.",2022,2,"May",7,"May 7","Sat",25.8216,-80.2417
"1642",2022-05-07,"Lexington","Kentucky",2,3,5,"A shooting during the very early morning killed two, and wounded three.",2022,2,"May",7,"May 7","Sat",38.0423,-84.4587
"1643",2022-05-06,"New Orleans","Louisiana",2,4,6,"A shooting in the Village de L'Est neighborhood left two killed, and four others wounded.",2022,2,"May",6,"May 6","Fri",30.0687,-89.9288
"1644",2022-05-05,"Sunnyside","Washington",0,5,5,"During a Cinco de Mayo festival, a gang member shot at a member of a rival gang who was in a crowd of people, wounding five bystanders—including four children. The shooting prompted the cancellation of the event. A 13-year-old boy has now been arrested as the suspected shooter.",2022,2,"May",5,"May 5","Thu",46.3157,-120.0058
"1645",2022-05-03,"Newkirk","Oklahoma",0,4,4,"A shooting at a casino in Kaw Nation territory wounded four.",2022,2,"May",3,"May 3","Tue",36.8817,-97.0553
"1646",2022-05-03,"Beaumont","Texas",0,5,5,"An unknown shooter opened fire through an apartment window, and wounded five people.",2022,2,"May",3,"May 3","Tue",30.0849,-94.1451
"1647",2022-05-03,"Baton Rouge","Louisiana",0,5,5,"Five people were injured in a shooting incident during the evening.",2022,2,"May",3,"May 3","Tue",30.442,-91.1311
"1648",2022-05-03,"Chicago","Illinois",0,4,4,"Three people were shot in the Chicago Loop as they sat at a red light at an intersection by two people. Another person was shot by a stray bullet as they crossed the street.",2022,2,"May",3,"May 3","Tue",41.8375,-87.6866
"1649",2022-05-01,"Tarpon Springs","Florida",0,6,6,"An argument among a group of people led to someone opening fire, wounding six.",2022,2,"May",1,"May 1","Sun",28.1493,-82.7623
"1650",2022-05-01,"Springfield","Ohio",1,4,5,"Five people were shot, one fatally, on a street in the early morning.",2022,2,"May",1,"May 1","Sun",39.93,-83.7959
"1651",2022-05-01,"Lafayette","Louisiana",0,12,12,"Officers responding to shots fired engaged an active shooter and shot the attacker. Eleven people were shot before police stopped the shooter.",2022,2,"May",1,"May 1","Sun",30.2082,-92.0325
"1652",2022-05-01,"Clinton","North Carolina",1,3,4,"A party being held at a park ended in gunfire, with four people being shot. One person succumbed to their injuries.",2022,2,"May",1,"May 1","Sun",35.0004,-78.3313
