Date,Community,State,Dead,Injured,Total,Description
May 23,Youngstown (1),Ohio,3,8,11,Three people were killed and eight injured at a local bar in the early morning.[514]
May 23,Park Forest,Illinois,0,4,4,An overnight shooting at a private party left four people injured.[515]
May 22,San Angelo,Texas,0,4,4,Four people were injured after a shooting at a sports complex.[516]
May 22,Columbus (3),Ohio,1,5,6,A 16-year-old was killed and at least five other teenagers were wounded in a shooting at Bicentennial Park.[517]
May 22,Minneapolis (1),Minnesota,2[n 2],8,10,"The incident happened in the early morning near a downtown nightclub, after two men opened fire on each other during an argument.[518][519]"
May 22,Fort Wayne,Indiana,1,4,5,A woman was killed and four others wounded shortly after midnight. An argument had escalated in the parking lot and gunfire struck people inside their apartments.[520]
May 22,North Charleston,South Carolina,1,14,15,A teenager was killed and fourteen injured after a shooting at an unauthorized concert.[521]
May 22,Fairfield Township,New Jersey,3,11,14,Two people were killed and twelve others injured at a large house party in a targeted attack.[522][523] A third victim died two days later.[524]
May 21,Albany (2),New York,1,5,6,One person was killed and five others were injured. The injured walked themselves to the hospital.[525]
May 21,Jersey City,New Jersey,2,4,6,Two people were killed and four injured in a late night shooting.[526]
May 20,Evansville,Indiana,0,4,4,Four people were wounded after a fight escalated into a shooting.[527]
May 18,Oakland (4),California,2,5,7,"Seven people were shot on a party bus celebrating a birthday, two fatally. Police have offered a $40,000 reward for information about the suspect(s).[528]"
May 18,Hemet,California,1[n 4],4,5,A pregnant bystander was shot and killed when a fight led to gunfire on a public street and four others were wounded.[529]
May 17,Portland (1),Oregon,0,4,4,Four people were shot on Swan Island in an incident that is described by law enforcement as gang-related.[530]
May 16,Cincinnati (2),Ohio,1,3,4,Responding officers to a fight and shooting call found a man dead and three others wounded at a nightclub.[531]
May 16,Atlanta (7),Georgia,0,4,4,Four people were wounded leaving the Trap Music Museum in an early morning drive-by shooting.[532]
May 16,East Lansing,Michigan,0,5,5,Five people were shot at a party at an apartment complex.[533]
May 16,Columbus (2),Georgia,0,4,4,Four people were wounded in an early morning shooting at a Waffle House.[534]
May 16,Birmingham (2),Alabama,1[n 3],4,5,A suspect in a double homicide opened fire on a SWAT team attempting to carry out a search warrant. The suspect was killed and four officers wounded.[535]
May 16,Stone Mountain,Georgia,1,5,6,A man was killed and five injured in a drive-by shooting while standing outside a gas station.[536]
May 15,New York City (3),New York,1,4,5,One person was killed and four other were injured in shooting in The South Bronx.[537]
May 15,Washington (7),District of Columbia,1,3,4,A man died and two women and another man were wounded in an afternoon shooting.[538]
May 15,Chicago (12),Illinois,2,3,5,Two people were killed and three wounded at an early morning gathering in the Auburn Gresham neighborhood.[539]
May 14,Philadelphia (8),Pennsylvania,0,4,4,Three men and a woman were wounded in an evening shooting in West Philadelphia.[540]
May 13,Washington (6),District of Columbia,0,4,4,"Four men found in two separate locations were wounded after a man left a vehicle and opened fire in Southeast Washington, DC.[541]"
May 13,Augusta (1),Georgia,2,2,4,Two women died and two others were injured in an apartment shooting.[542]
May 13,Providence (1),Rhode Island,0,9,9,"Nine people were shot in Washington Park. According to police, the shooting is the largest in terms of injured in Providence's history.[543]"
May 12,Buford,Georgia,1,3,4,One person died and three were injured after a shooting at an apartment complex.[544]
May 11,Baltimore (4),Maryland,0,4,4,Four people were injured in a shooting at a housing complex in West Baltimore.[545]
May 10,Montgomery (2),Alabama,0,7,7,Seven people were injured in a shooting at a package store.[546]
May 9,Colorado Springs (2),Colorado,7[n 3],0,7,Six people were killed when a man opened fire at a birthday party in a trailer park. The shooter (Teodoro Macias) took his own life shortly afterwards.[547]
May 9,Phoenix (4),Arizona,1,7,8,Shortly after midnight a fight broke out at Hyatt Regency Phoenix in Downtown Phoenix with a man was killed and seven others wounded.[548]
May 8,Citrus Heights,California,0,4,4,Four people were wounded in the parking lot of a night club during the early morning. Responding officers had to break up multiple fights upon arriving.[549]
May 8,Oakland (3),California,0,4,4,Four people were wounded in the early morning while standing outside for a gathering near Lake Merritt.[550]
May 8,Detroit (5),Michigan,0,4,4,Shortly after midnight four people were wounded in an alley in the city's Westside.[551]
May 8,Gwynn Oak,Maryland,4[n 3],1,5,A man killed three people and injured a fourth near a townhouse before setting it on fire. Responding officers shot and killed him.[552] The man was reportedly being watched by the FBI before the incident.[553]
May 7,Kinloch,Missouri,2,3[n 2],5,A fight broke out at a large outdoor party resulting in two men being killed and three others wounded including one of the shooters.[554][555]
May 6,Paterson (1),New Jersey,0,5,5,Five people were wounded in a drive-by shooting during the evening. Thirty minutes prior another two had been injured in a separate drive-by shooting.[556]
May 5,Chicago (11),Illinois,0,4,4,Four people were shot while sitting on a porch in the South Shore neighborhood.[557]
May 3,Saginaw (1),Michigan,1,4,5,A man died and four others were wounded after a shooting at a house party.[558]
May 2,Columbus (2),Ohio,0,4,4,Three men and one woman were injured in an afternoon shooting after a man entered a restaurant and opened fire.[559]
May 2,Philadelphia (7),Pennsylvania,1,3,4,One person died and three others were injured after a shooting in Frankford.[560]
May 2,Baltimore (3),Maryland,1,3,4,"One person was killed, and three others injured at Carroll Park.[561]"
May 2,Chicago (10),Illinois,0,5,5,Two men and three women were wounded after a drive-by shooting on the West Side.[562]
May 2,Saint Paul (1),Minnesota,0,4,4,A shooting at a house party left four people injured.[563]
May 1,Clewiston,Florida,1,3,4,A shooting left one person dead and three injured at the Brown Sugar Festival.[564]
May 1,Holyoke,Massachusetts,0,5,5,Five people were shot outside the Clubhouse Lounge.[565]
May 1,Ashwaubenon,Wisconsin,3[n 3],1,4,"At a casino on Oneida land, a man shot and killed 2 people, and seriously wounded another, before being shot dead by responding police officers.[566]"
May 1,New Rochelle,New York,1,4,5,A shooting left at least one dead and four more injured at an outdoor gathering.[567]
May 1,New Orleans (4),Louisiana,2,4,6,Two people were killed and four more were injured in a shooting.[568]
May 1,Atlanta (6),Georgia,1,3,4,A teenage girl and three others were wounded in a shooting.[569]
May 1,Wilmington (1),Delaware,0,4,4,Two men and two women were shot and injured.[570]
April 29,Atlanta (5),Georgia,1,4,5,One person died and four other people were injured after a shooting at a southwest Atlanta home in a drive-by shooting.[571]
April 28,Miami (4),Florida,0,5,5,Five people were injured during a shooting at a Miami home.[572]
April 28,Boone,North Carolina,5[n 3],0,5,Two deputies were killed and three other people including a suspected gunman were found dead after a standoff.[573]
April 27,Fairfield,Alabama,1,4,5,A shooting left at least one person dead and four more injured.[574]
April 27,Richmond (2),Virginia,2,3,5,A three-month-old and her mother were killed after being caught in the crossfire between two groups. Three others are recovering after being shot.[575]
April 26,Gresham (3),Oregon,0,7,7,Seven people were shot during a vigil for a shooting victim.[576]
April 25,Houma (1),Louisiana,0,5,5,A shooting at a Houma nightclub left five people injured.[577]
April 25,Phenix City,Alabama,0,4,4,An overnight shooting left four people injured at an outdoor party.[578]
April 25,Little Rock,Arkansas,1,3,4,A drive-by shooting left one person dead and three others injured at Cheatham Park.[579]
April 25,Kansas City (1),Missouri,1,3,4,A man is dead and three more are injured after a quadruple shooting in the city's historic jazz district.[580]
April 25,Palestine,Texas,0,4,4,A shooting that occurred at a local night club left four people injured.[581]
April 24,New Orleans (3),Louisiana,0,5,5,Five people were wounded in a shooting on Bourbon Street.[582]
April 22,San Diego (2),California,1,4,5,A man was arrested after two overnight shootings in downtown San Diego left one person dead and four others injured.[583]
April 19,Kingshill,United States Virgin Islands,2,2,4,"Four people were shot, two fatally, at a housing complex.[584]"
April 19,Houston (9),Texas,2,3,5,"Five people were shot, two fatally, in Independence Heights.[585]"
April 19,Atlanta (4),Georgia,0,5,5,"Five people were wounded, one critically, at an apartment complex in southwest Atlanta.[586]"
April 18,Montgomery (1),Alabama,1,4,5,"A shooting over the weekend left four people injured, including juveniles, and one woman dead.[587]"
April 18,Shreveport (3),Louisiana,0,5,5,Five victims have shown up at a Shreveport hospital in connection with a shooting on Hearne Avenue.[588]
April 18,Detroit (4),Michigan,1[n 3],5,6,"Police were investigating a shooting that wounded five, as well as a fatal car crash nearby, when a man drove through the crime scene and later fired at officers. Officers then fired back, killing the man. It is not known if this man was connected to the earlier shooting.[589]"
April 18,Kenosha (1),Wisconsin,3,2,5,Three people were killed and two injured after a shooting at a tavern.[590]
April 17,LaPlace,Louisiana,0,9,9,Nine people were shot and injured during a 12-year old's birthday party.[591]
April 17,Columbus (1),Ohio,1,5,6,A woman was killed and five were wounded after a shooting at a vigil for a homicide victim.[592]
April 16,Detroit (3),Michigan,0,4,4,Four people were shot at a vigil on the East Side.[593]
April 15,Indianapolis (5),Indiana,9[n 3],7,16,"Indianapolis FedEx shooting: A shooting occurred outside a FedEx facility near Indianapolis International Airport. Nine people were reported dead, including the shooter, who committed suicide. The shooter has been identified as 19-year old Brandon Scott Hole, a former employee of the FedEx facility."
April 15,Washington (5),District of Columbia,0,4,4,Three men and a teenage girl were wounded in Northeast DC.[594]
April 15,Pensacola,Florida,0,5,5,Five people were shot outside an apartment complex. Police say there were four shooters.[595]
April 15,Chicago (9),Illinois,0,4,4,Four people were wounded in Humboldt Park.[596]
April 13,Baltimore (2),Maryland,0,4,4,Four men were shot by at least two people while playing a dice game in East Baltimore.[597]
April 12,Chicago (8),Illinois,1,3,4,"Four people were shot, one fatally, on the I-290. In addition, a fifth person was hit by a car.[598]"
April 12,Nashville (1),Tennessee,1,3,4,A three-year-old girl was shot and killed; a two-year-old girl and two adult males were shot and injured in the Cumberland View apartments of the North Nashville neighborhood.[599]
April 12,Carroll County,Georgia,1[n 3],3,4,"During a vehicle pursuit, three police officers were shot and the shooter was killed by police after stopping and leaving the vehicle with the driver.[600][601]"
April 11,Wichita (1),Kansas,1,3,4,One man was killed and three others wounded at an Airbnb.[602]
April 11,Seattle (1),Washington,0,5,5,Five people were shot in a parking lot.[603]
April 10,Koshkonong,Missouri,1,3,4,"A man shot several people at a convenience store. Police say the man knew one of the victims, but the motive is unclear.[604]"
April 10,Memphis (3),Tennessee,1,4,5,Five people were shot at an auto repair shop.[605]
April 10,Waterbury,Connecticut,0,4,4,Four people were wounded in a shooting.[606]
April 10,Allendale,Michigan,0,4,4,"A shooting at an Allendale apartment complex near Grand Valley State University injured four people, leaving one critically injured.[607][608]"
April 9,Fort Worth (1),Texas,1,5,6,"Six people were shot, one fatally, during a shootout between two vehicles. Police say the shooting may have been gang related. One of the wounded was in a non-related vehicle, and another was in his home.[609]"
April 8,Bryan,Texas,1,5,6,"A shooting at a cabinet manufacturing store left one person dead, four in critical condition, and one in stable condition. One of the injured is a Texas State Trooper.[610][611] The suspected shooter is now in custody.[612]"
April 7,Milwaukee (1),Wisconsin,2,2,4,"Four people were shot at a Northside gas station, two of them fatally.[613]"
April 7,Rock Hill (1),South Carolina,7[n 3],0,7,"2021 Rock Hill shooting: Six people, including two children, were killed in a mass shooting at a Rock Hill home. The perpetrator, a former professional NFL player was found dead by suicide in a nearby home.[614][615][616]"
April 6,Detroit (2),Michigan,1,3,4,Four people were shot in the Cornerstone Village neighborhood.[617]
April 6,New York City (2),New York,4[n 3],0,4,"A man killed the mother of his child and two of her daughters, then later killed himself at the New York City Housing Authority's Van Dyke Houses Brownsville neighborhood of Brooklyn.[618][619]"
April 5,Chicago (7),Illinois,0,7,7,Seven people were injured in a shooting in West Englewood.[620]
April 5,Baltimore (1),Maryland,0,5,5,Five men were injured in a shooting.[621]
April 5,Allen,Texas,6[n 2],0,6,Two brothers are suspected to have made a suicide pact before they shot and killed four family members and then fatally shot themselves in a suburban home.[622][623]
April 4,Monroe (1),Louisiana,0,6,6,Two men were arrested for a shooting at a bar that wounded six people.[624]
April 4,Birmingham (1),Alabama,1,6,7,"A woman was killed at a park, and six others, including a 5-year-old boy, were wounded.[625]"
April 4,Beaumont,Texas,0,4,4,Four people were wounded in a drive-by shooting.[626]
April 3,Tuscaloosa,Alabama,0,5[n 2],5,"Two people were arrested after a shooting injured five people, including one of the perpetrators.[627][628]"
April 3,Quincy,Florida,0,7,7,Seven were wounded after a nightclub shooting.[629]
April 3,Wilmington,North Carolina,3,4,7,"Seven people were shot, three fatally, during a house party.[630]"
March 31,Orange,California,4,2[n 3],6,"2021 Orange, California office shooting: Six people were shot. Four people, including a child, were killed and two hospitalized.[631]"
March 31,Washington (4),District of Columbia,2,3,5,Five people were shot in the Congress Heights neighborhood. Two of the victims were killed and three others were injured.[632]
March 30,Houston (8),Texas,0,4,4,Several people were wounded in the Acres Homes area in separate shootings. Houston Police believe the shootings may be connected.[633]
March 28,Essex,Maryland,5[n 3],1,6,A man killed his parents and two others before setting himself on fire. A fifth person was wounded by gunfire but survived.[634]
March 28,Chicago (6),Illinois,0,4,4,Four people were struck by gunfire on a vehicle on Interstate 57.[635]
March 28,San Antonio (1),Texas,0,4,4,"Four people were injured, two critically, after a shooting at an apartment complex.[636]"
March 28,Cleveland (2),Ohio,0,7,7,Seven people were injured after a shootout at a motorcycle club.[637]
March 27,River Grove (1),Illinois,1,3,4,"Four people were shot, one fatally, on a party bus.[638]"
March 27,Chicago (5),Illinois,0,4,4,Four people were wounded after a shooting in the Austin neighborhood.[639]
March 27,Yazoo City,Mississippi,0,6,6,Several people were injured after a shooting at a nightclub.[640]
March 27,Memphis (2),Tennessee,3,2,5,"In an early morning shooting in Northern Memphis, three people were killed and two people were injured. Of the injured, a man is in critical condition and a woman is in stable condition.[641][642]"
March 26,Philadelphia (6),Pennsylvania,0,7,7,"Seven people were shot outside a sports bar in Fishtown. Three of the victims are in critical condition, and four are in stable condition.[643]"
March 26,Virginia Beach,Virginia,2,8,8,"Eight people were injured after a fight led to a shooting. Two other shootings, one of which was officer-involved, also occurred that night, though it is unknown if they were related to the original shooting.[644][645]"
March 26,Chicago (4),Illinois,1,7,8,One person died and seven others were injured at a party in the Southwest Side of Chicago.[646]
March 23,Atlanta (3),Georgia,0,4,4,"Four people including a child were injured at the entrance of the Cumberland Mall, although the mall was not evacuated. A similar shooting took place in December 2019.[647]"
March 23,Aliceville (1),Alabama,2,2,4,"Four people, including two high school students, were shot. One of the high school students later died.[648]"
March 22,Detroit (1),Michigan,1,3,4,"Four people were shot in a vehicle, one fatally.[649]"
March 22,Cleveland (1),Ohio,2,2,4,"Four people were shot at a restaurant, two fatally.[650]"
March 22,Boulder,Colorado,10,2[n 3],12,"2021 Boulder shooting: Ten people were killed including a Boulder police officer, in a shooting at a grocery store. The shooter was shot in the leg by responding police.[651]"
March 20,Houston (7),Texas,0,5,5,Five people were shot at a nightclub.[652]
March 20,Dallas (1),Texas,1,7,8,One person died and seven others were wounded after a shooting at a nightclub.[653]
March 20,Philadelphia (5),Pennsylvania,1,4,5,"Five people were shot, one fatally, at a party in the Nicetown neighborhood.[654]"
March 18,Gresham (2),Oregon,0,4,4,Four people were hospitalized after a shooting at a motel.[655]
March 18,New Orleans (2),Louisiana,0,4,4,Four people were shot in the 7th Ward.[656]
March 17,Stockton,California,0,5,5,Five people were wounded after a drive-by shooting at a vigil. Police say the victims are uncooperative.[657]
March 16,Phoenix (3),Arizona,4,1,5,Four people died after a shooting at a home. One man was injured and is expected to survive.[658]
March 16,Atlanta (2) and Cherokee County,Georgia,8,1,9,"2021 Atlanta spa shootings: A series of mass shootings occurred at massage parlors. Eight people were killed in the incidents and one person was wounded, six victims were women of Asian descent. The suspect was arrested in Crisp County and told police he planned to continue his massacre in Florida.[659][660]"
March 15,Indianapolis,Indiana,4,1,5,A man shot his girlfriend and murdered 4 members of her family.[661]
March 15,Indianapolis (4),Indiana,1,4,5,One person died and four were injured after an overnight shooting in the Northside.[662]
March 14,Tampa (2),Florida,0,4,4,Four people were shot outside a banquet hall.[663]
March 14,Chicago (3),Illinois,0,4,4,Four people were injured during a robbery in the South Side.[664]
March 14,Chicago (2),Illinois,2,13,15,Two people were killed and 13 injured at an early morning party in South Side.[665]
March 13,New York City (1),New York,0,5,5,"Five people were shot at a hookah parlor in Williamsburg, Brooklyn.[666]"
March 13,Richmond (1),Virginia,2,4,6,Two people were killed and four injured at a parking lot.[667]
March 13,Indianapolis (3),Indiana,4,1,5,"Police found a woman who had been shot and learned there may be other victims at a different home. Police arrived at the home and found four dead, including a child.[668]"
March 13,Orlando (1),Florida,1,3,4,One person was killed and three injured at an early morning party.[669]
March 12,Greensboro (1),North Carolina,0,4,4,"Four people, including a minor, were injured in a shooting.[670]"
March 11,Chamita,New Mexico,1,3,4,"Following an argument, a man shot at a car of people, killing one and wounding three.[671]"
March 11,Columbia (1),South Carolina,1,4,5,One person was killed and four injured outside a motorcycle business.[672]
March 11,Philadelphia (4),Pennsylvania,2,2,4,"Four people were shot in Overbrook, two fatally. One of the deceased was 16-years-old.[673]"
March 10,Philadelphia (3),Pennsylvania,0,4,4,Four people were shot in Kensington.[674]
March 10,Houston (6),Texas,3,1,4,Three people were killed and one was injured in Southwest Houston. Two of the victims were 18-years-old.[675]
March 8,Clearwater,Florida,1,3,4,One man died and three people were injured in a shooting. Police believe the shooting was targeted.[676]
March 7,Edwards,Mississippi,0,4,4,"Three adults and a two-year-old child were injured at a child's birthday party, in a local apartment building. The shooter was arrested the next day.[677]"
March 6,Yuba City,California,2,3,5,Two were killed and three injured after a drive-by shooting at a backyard gathering.[678]
March 6,Fayetteville (1),North Carolina,1,4,5,One man was killed and four people were injured in an early-morning shooting.[679]
March 5,Compton,California,1,4,5,A shooting at a restaurant killed a man from Pennsylvania and injured four others. Police say the shooting was gang-related.[680]
March 4,Washington (3),District of Columbia,0,5,5,Several people were injured in a shooting at a convenience store in the Southwest section of the district.[681]
March 3,Erie,Pennsylvania,1,3,4,One person died and three were injured after a shooting at a tavern.[682]
February 28,Houston (5),Texas,0,4,4,Four people were injured at a parking lot in Northwest Houston. Police say the incident was a case of road rage.[683]
February 28,Cincinnati (1),Ohio,4[n 3],2,6,"A man shot and killed his wife and two others, wounding a fourth. He was later shot and injured by police in Detroit and was taken to a nearby hospital and died days later.[684][685]"
February 28,East Chicago,Indiana,0,4,4,Four people were shot at a gas station. One of the wounded was a 7-year-old girl.[686]
February 28,McCormick,South Carolina,0,4,4,Four people were shot at an apartment complex. The shooting occurred at one of the wounded's apartments.[687]
February 28,Shreveport (2),Louisiana,0,5,5,"Five people were wounded in a drive-by shooting. Four were outside, and one was in a store.[688]"
February 28,Dover (1),Delaware,0,4,4,Four people were wounded in an IHOP parking lot during the early morning.[689]
February 28,Frederiksted,United States Virgin Islands,2,2,4,"Four people were shot, two fatally, at a vegetable market. One of the wounded was involved in a crash on her way to the hospital.[690]"
February 27,Columbus,Mississippi,0,4,4,Four people were injured after a shooting in South Columbus.[691]
February 27,Pattison,Mississippi,2,3,5,"A conflict between two men led to a shooting at a birthday party, killing two and injuring three.[692]"
February 27,Estate La Reine,United States Virgin Islands,1,5,6,"Six people were shot, one fatally, after a dispute at a club.[690]"
February 26,San Diego (1),California,1,3,4,"Four were shot, one fatally, after a drive-by shooting outside a market.[693]"
February 26,Houston (4),Texas,1,5,6,"Six men were injured at a local car wash, with one man found by police and five others identified at a local hospital.[694]"
February 26,Baton Rouge (2),Louisiana,0,4,4,Four people were shot and injured on Paige Street.[695]
February 21,Teachey,North Carolina,0,4,4,Four people were wounded after a shooting at a mobile home park.[696]
February 21,Kennett,Missouri,1,4,5,One man died and four people were injured after an overnight shooting at a club.[697]
February 20,East Norriton Township,Pennsylvania,1,3,4,One man died and three people were injured after a shooting at a bowling alley.[698]
February 20,Springfield,Illinois,1,4,5,One man died and four people were injured after an overnight shooting in Springfield.[699]
February 20,Metairie,Louisiana,3[n 3],2,5,"A man shot and killed two people at a gun store. Several people then engaged the original shooter both inside and outside the store, causing injuries to two more people. It is still unclear whether the original shooter was shot dead by engaging responders or committed suicide.[700]"
February 19,Grand Junction,Colorado,1,3,4,"Four people were shot, one fatally, at a party. Most of the people at the party were of college-age.[701]"
February 18,Baton Rouge (1),Louisiana,1,3,4,A man was killed and three others injured inside a barbershop.[702]
February 17,Philadelphia (2),Pennsylvania,0,8,8,"A shooter injured eight people, including a seventeen-year-old, near the Olney Transportation Center.[703]"
February 16,St. Petersburg (1),Florida,3,1,4,"A man suspected in a homicide shot several family members at a house where his grandmother and great-grandmother lived, killing them and his uncle. A woman with gunshot wounds was able to escape to a neighbor's house for help.[704]"
February 13,San Francisco (2),California,0,6,6,A shooting in Bayview injured six people.[705]
February 13,Indianapolis (2),Indiana,0,4,4,One adult and three juveniles were discovered wounded by gunfire in a vehicle stopped at an intersection.[706]
February 13,Cary,North Carolina,1,3,4,One person died and three others were wounded in an early morning shooting.[707]
February 13,Oakland (2),California,0,6,6,Six wounded men were found after a Shot Spotter alert in the Old Oakland Historic District. The victims are uncooperative with officers.[708]
February 11,Columbus (1),Georgia,1,4,5,"Five people were shot, one fatally in an evening shooting near the Signature Event Center.[709]"
February 10,Atlanta (1),Georgia,0,4,4,Four people were injured during a shootout between two vehicles. Two of the injured were minors.[710]
February 9,Houston (3),Texas,0,4,4,Four men were shot and injured in a drive-by shooting at Acres Homes.[711]
February 9,Buffalo,Minnesota,1,4,5,"Buffalo, Minnesota clinic attack: A nurse was killed and four other people were shot and seriously wounded inside of a health care clinic. The perpetrator had made previous threats to commit a mass shooting at the clinic.[712][713]"
February 8,Mobile (1),Alabama,0,4,4,Three adults and a juvenile were shot and injured in an evening shooting.[714]
February 6,Thibodaux,Louisiana,0,4,4,Three teens and one adult were shot at a house party.[715]
February 6,Tacoma (1),Washington,1,3,4,A shooting at an illegal club killed one and injured three.[716]
February 6,Murfreesboro,Tennessee,1,4,5,One man was killed in a shooting at a party while two others were hospitalized. Another two were grazed by bullets but refused treatment.[717]
February 6,Bloomingdale,Illinois,1,5,6,A shooting at a hotel killed one man and wounded five others.[718]
February 5,Bolivar,Mississippi,3,1,4,A shooting at a club left three people dead and one injured.[719]
February 5,Martinsville,Virginia,2,2[n 2],4,"Two were killed in a shooting at a restaurant, while two others including one of the shooters were injured. One of the shooters engaged in a gunfight with the police.[720][721]"
February 5,Mohnton,Pennsylvania,1,3,4,"Four men were shot at a hookah lounge, one fatally.[722]"
February 4,High Point,North Carolina,2[n 3],3,5,"During a hostage situation, a man killed a woman and shot three officers. The man was later killed by police.[723]"
February 3,Colorado Springs (1),Colorado,3,1,4,"A shooter attacked four people at an apartment complex near Fort Carson, killing three.[724]"
February 3,Oak Creek,Colorado,2[n 3],3,5,"Police discovered a wounded man, who told them he had been shot by another man. The shooter was discovered shortly afterward in a home where he killed one and injured two before being killed by a resident of the home.[725]"
February 3,Memphis (1),Tennessee,1,3,4,One person died in North Memphis and three others were injured in a shooting.[726]
February 2,Muskogee,Oklahoma,6,1,7,"2021 Muskogee shooting: Five children and one adult were shot and killed, and one other adult suffered life-threatening injuries, after a home shooting. The slain adult was the adult brother of the perpetrator.[727][728]"
February 2,Sunrise,Florida,3[n 3],3,6,"2021 Sunrise, Florida shootout: Two FBI agents were shot and killed and three others wounded attempting to serve a warrant. The suspect barricaded himself in his home and opened fire before shooting and killing himself.[729]"
February 1,Rochester (1),New York,1,3,4,A man was killed and a woman and two men injured in the early morning.[730]
January 30,Albany (1),New York,1,4,5,"A woman was shot and killed, and four other people were injured after a shooting.[731]"
January 29,McKees Rocks,Pennsylvania,2,3,5,Two people were killed and three others injured after a shooting outside a club.[732]
January 28,Flint (1),Michigan,1,4,5,"A woman was killed and four others, including a baby boy, were injured in a drive-by shooting.[733]"
January 27,Santa Ana,California,0,4,4,Four men were wounded in the early morning at an illegal gambling den.[734]
January 25,Washington (2),District of Columbia,1,4,5,A shooting at a market killed a Virginia Union University student and wounded four others in the Southeast section of the nation's capital.[735]
January 24,Las Vegas (1),Nevada,0,5,5,"Five people were hospitalized in a shooting, two in critical condition.[736]"
January 24,Indianapolis (1),Indiana,6[n 4],1,7,"Six people including a pregnant woman were killed and a teen was injured in a shooting at a house on the northeast side of Indianapolis. A 17-year-old suspect was taken into custody.[737] In 2024, a mistrial was declared after a witness verbally confronted the suspect during his testimony.[738]"
January 22,Covington,Kentucky,0,5,5,Five people were injured in a shooting at a bar. A suspect was arrested.[739]
January 21,Oakland (1),California,1,3,4,"One person died during a shoot-out in East Oakland, while three others were injured. The man who died was hit by a stray bullet.[740]"
January 20,Crowley,Louisiana,0,4,4,Four people were injured in a shooting just outside Crowley city limits.[741]
January 18,Tobyhanna,Pennsylvania,0,4,4,Four people were wounded in a string of connected shootings at three different locations.[742]
January 17,Phoenix (2),Arizona,0,5,5,Five men were injured during a shooting near a strip mall. Police think there may have been a shootout.[743]
January 17,Phoenix (1),Arizona,1,6,7,A shooting at a nightclub killed one and injured six.[744]
January 16,Kankakee,Illinois,0,5,5,Four men and a woman were injured in an early morning shooting after an attendee at a house party opened fire.[745]
January 16,San Francisco (1),California,0,5,5,Five people were wounded after a shooting in the Tenderloin district.[746]
January 15,Philadelphia (1),Pennsylvania,0,4,4,Four teenagers were injured in a shooting in the Logan neighborhood of North Philadelphia.[747]
January 11,Miami (3),Florida,0,4,4,Four teenagers were shot outside an apartment complex in Brownsville in the third mass shooting in Metropolitan Miami in eight days.[748]
January 9,Houston (2),Texas,1,3,4,"A shooting at a nightclub left one person, a teenager, dead, and three others injured.[749]"
January 9,Chicago (1) and Evanston (1),Illinois,6[n 3],2,8,2021 Chicago - Evanston shootings: A shooting that started in Chicago ended in Evanston left five people dead and two injured before the shooter was shot and killed by police.[750]
January 7,Washington (1),District of Columbia,0,5,5,Three men and two boys were wounded in an evening shooting in Columbia Heights.[751]
January 6,Manassas,Virginia,1,3,4,A man opened fire on his family killing one man and injuring two women and a teenage boy before fleeing. He was discovered later by officers after dying in a car accident.[752]
January 6,Livingston,Texas,1,3,4,"Three men attempted to break into a home, and engaged in a gunfight with an occupant. The occupant was killed and two adults and a three-year-old girl were injured.[753]"
January 5,Tampa (1),Florida,0,5[n 2],5,A shootout injured five people near a convenience store in the Palm River-Clair Mel area.[754]
January 4,Lauderhill,Florida,0,7,7,Seven people were injured in a shooting.[755]
January 4,New Orleans (1),Louisiana,0,4,4,"Three men and a fifteen-year-old boy were involved in a shoot-out in the 7th ward, and subsequently wounded by gunfire.[756]"
January 3,Miami (2),Florida,0,4,4,Four people were wounded outside a nightclub in the evening.[757]
January 3,Miami (1),Florida,0,8,8,"Six adults and two teenagers were wounded at a basketball court in Little River Park in Northwest Miami-Dade, when two people walked up and opened fire.[758]"
January 3,Gresham (1),Oregon,0,4,4,Four people were wounded at a private party.[759]
January 3,Houston (1),Texas,1,4[n 3],5,"A fight broke out, outside a Midtown Houston nightclub and a man opened fire. Three officers working a second job as security were wounded, along with the shooter, and a woman, who was the mother of the shooter, was killed.[760][761]"
January 3,Santa Barbara,California,2,2,4,Two people were killed and two injured after another approached the group on foot and opened fire in the city's lower Eastside.[762]
January 3,Shreveport (1),Louisiana,2,3,5,Two groups of men opened fire at one another in the early morning. Two were killed and three wounded in the shooting.[763]
January 1,Galesburg,Illinois,0,4,4,Four people were wounded in an early morning shooting while at home. Police believe the shooting was targeted.[764]
January 1,Sioux City (1),Iowa,1,4,5,"A woman was killed and four others injured after a shooting occurred at a house party. Multiple guns fired into the house, and attendees fled and drove themselves to different hospitals.[765]"
January 1,Amarillo (1),Texas,1,3,4,A man was killed and three others injured in an early morning shooting at a shopping center.[766]
January 1,Fort Smith,Arkansas,0,7,7,Seven people were wounded in an early morning shooting at an event center hosting a New Year's party after two men in a disagreement shot at each other.[767]
