2023 date,Location,State or territory,Dead,Injured,Total,Description
February 26,Memphis (2),Tennessee,1,4,5,"One person was killed and four others were injured, two critically, during a shooting near an intersection in Southwest Memphis.[555]"
February 26,Detroit (1),Michigan,2,2,4,Two men were killed and two other people were injured during a shooting on Detroit's East Side.[556]
February 25,Saint Paul,Minnesota,2,3,5,Two people were killed and three others injured by gunfire after a confrontation ensued in the parking lot of a senior housing community.[557]
February 25,West Palm Beach,Florida,1,3,4,One woman was killed and three men were injured during a shooting at an apartment.[558]
February 23,Philadelphia (3),Pennsylvania,0,7,7,"Three suspected shooters injured seven people, including a two-year old, five teenagers and one woman near a school in the Strawberry Mansion neighborhood of North Philadelphia.[559]"
February 22,Pine Hills (1),Florida,3,2,5,"Killing of Dylan Lyons: A shooter killed a woman and fled the scene, before returning to the scene multiple hours later and opening fire, killing a Spectrum News 13 reporter and critically injuring the photographer, then killed a nine year old and injured their mother at a home before being taken into custody.[560]"
February 21,Colorado Springs (1),Colorado,0,5,5,"Five people, including a bystander, were injured outside of a gas station after a planned confrontation between two groups escalated.[561]"
February 20,Cataño,Puerto Rico,3,2,5,"Two men and a boy were killed at a birthday party, and two other children were wounded. Police stated the shooting may have been related to drug trafficking.[562]"
February 19,Chicago (3),Illinois,3,3,6,Three people were killed and three others were injured along a northbound lane of I-57 in the South Side.[563]
February 19,New Orleans (4),Louisiana,1,4,5,One man was killed and four others were injured at an intersection along a parade route.[564]
February 19,Linden,New Jersey,4[n 2],0,4,Two parents and their two teenage children were killed in a murder–suicide at their home.[565]
February 19,St. Louis (1),Missouri,0,4,4,One woman and three men were injured during a shooting in Downtown St. Louis.[566]
February 19,Memphis (1),Tennessee,1,10,11,"Seven people were injured at a Live Lounge. Four others were shot, one fatally, at a related shooting nearby.[567]"
February 19,Indianapolis (1),Indiana,0,5,5,"Five people were injured, one critically, at a gas station.[citation needed]"
February 18,Columbus (2),Georgia,2,2,4,Two men were killed and two children were injured during a shooting at a motel.[568]
February 18,Galena Park,Texas,5[n 2][n 7],2,7,"A man sexually assaulted a 12-year-old girl before fatally shooting three teenage girls, one of whom was pregnant, during a domestic dispute. An infant and a juvenile were also hospitalized. He then committed suicide in his bedroom.[569]"
February 18,Horry County,South Carolina,0,4,4,Four people injured outside of Loris.[570]
February 17,Columbus (1),Georgia,0,9,9,Nine juveniles were injured at a gas station.[571]
February 15,Baltimore (2),Maryland,0,4,4,"Four people, including two teenagers, were shot and wounded outside of a gas station in southeastern Baltimore.[572]"
February 15,El Paso (1),Texas,1,3,4,"A gunman opened fire in the Cielo Vista Mall, killing one person and injuring three others.[573]"
February 14,Buffalo,New York,0,5,5,Five people were injured after an altercation escalated.[574]
February 14,Sweetwater,Tennessee,1,4,5,"One person was killed and five others, including a child, were injured at a residence.[575]"
February 14,Pittsburgh (1),Pennsylvania,0,4,4,Four teenagers were shot outside Westinghouse High School.[576]
February 13,East Lansing,Michigan,4[n 2],5,9,"2023 Michigan State University shooting: Eight students were shot, three fatally, at Michigan State University.[577] The shooter, a 43-year-old man with no known ties to the school, committed suicide as he was being approached by police.[578]"
February 13,Paterson (1),New Jersey,0,4,4,Two teenagers and two adults were shot and wounded.[579]
February 12,Louisville,Mississippi,1,5,6,Six people were injured after multiple shooters opened fire in a parking lot.[580][581]
February 10,New York City (2),New York,0,4,4,"Four people were wounded in a drive-by shooting outside a smoke shop in Coney Island, Brooklyn.[582]"
February 10,New York City (1),New York,2,2,4,"A 24-year-old person was killed, and three additional people were wounded outside a Popeyes restaurant in the Crotona neighborhood of the Bronx.[583]"
February 9,Harvey,Louisiana,4[n 2],0,4,A man fatally shot three of his family members at their home before committing suicide.[584]
February 8,Laurinburg,North Carolina,0,4,4,Three teenagers and one man were injured during a drive-by shooting.[585]
February 8,New Orleans (3),Louisiana,2,5[n 8],7,"Two adults were killed and five other people, including two children, were injured in a vehicle at an intersection in New Orleans East.[586]"
February 8,Elizabeth City,North Carolina,0,4,4,Four teenagers were injured.[587]
February 6,Corpus Christi,Texas,1,4,5,A 20-year-old woman was killed and four other people were injured after an argument between a group of people in two cars and a group of people at a home escalated.[588]
February 5,Stockton,California,1,3,4,One man was killed and three others were injured in downtown Stockton.[589]
February 5,Tucson,Arizona,1,3,4,"One man was killed and three teenage boys were injured, one critically, at a house party in Southeast Tucson.[590]"
February 5,Newport,Arkansas,1,4,5,One woman was killed and three were injured after two shooters opened fire at a concert.[591]
February 5,Falcon,Colorado,1,4,5,One person was killed and four were injured after an unknown shooter opened fire in the Meridian Ranch neighborhood. Authorities believe the shooting is linked to a carjacking from the day before.[592]
February 4,Huntsville,Texas,2,2,4,Two people were killed and two others were critically injured after two shooters opened fire at a house party near Sam Houston State University.[593]
February 1,Los Angeles (2),California,0,5,5,Five people were injured in a drive-by shooting in South Los Angeles.[594]
February 1,Texas City,Texas,0,4,4,"Four people were shot, one critically, at an apartment complex. Two children were present, but were left unharmed.[595]"
January 31,Durham (2),North Carolina,2,2,4,"Four men were shot, two fatally, in a neighborhood of Durham.[596]"
January 30,Lakeland,Florida,0,11,11,"Eleven people were injured, two critically, during a targeted attack at a neighborhood intersection one mile north of downtown Lakeland.[597] The perpetrator was killed by police seven days later in a car chase.[598]"
January 30,Dallas (2),Texas,1,3,4,"One man was killed and three other people, including a child, were injured in southern Dallas.[599]"
January 29,Greensboro (1),North Carolina,1,6,7,One person was killed and six people were injured during a shooting at a nightclub.[600]
January 29,Columbus (1),Ohio,1,3,4,One person was killed and three people were injured after two shooters opened fire at a strip club in northeast Columbus.[601]
January 28,Andrews,South Carolina,2,2,4,"Two deceased victims were found lying in a road, while two injured were found nearby.[602]"
January 28,Austin (1),Texas,1,4,5,"One person was killed and four people were injured, two critically, at a hookah lounge in northeast Austin.[603]"
January 28,Philadelphia (2),Pennsylvania,0,4,4,Four people were injured the Oxford Circle neighborhood in Northeast Philadelphia.[604]
January 28,Los Angeles (1),California,3,4,7,2023 Beverly Crest shooting: Three people were killed and four others were critically injured in the Beverly Crest neighborhood.[605]
January 26,Newark (1),New Jersey,1,4,5,One person was killed and four others were wounded on the sidewalk outside of a liquor store in downtown Newark.[606]
January 26,Lancaster,Pennsylvania,0,4,4,Four people were shot and wounded at a McDonald's after a fight broke out.[607]
January 24,Robeson County,North Carolina,3,1,4,Three people were killed and one other person critically injured.[608]
January 23,Oakland,California,1,7,8,A teenager was killed and seven people were injured in a shootout at a gas station near the filming of a music video. Police believe the motive is gang related.[609]
January 23,Half Moon Bay,California,7,1,8,"2023 Half Moon Bay shootings: Seven people were killed, and one was critically injured at two farms. The victims were all farmworkers. A suspect was arrested for the shootings.[610]"
January 23,Chicago (2),Illinois,2,3,5,"Suspects open fire on people in a South Shore apartment, killing two people and wounding three others.[611]"
January 23,Dodge City (1),Kansas,1[n 2],5[n 4],6,"A suspect opened fire at deputies, shooting three deputies and a woman, before being killed in a shootout with police.[612]"
January 22,Tunica Resorts,Mississippi,0,4,4,Four people were wounded outside a casino early in the morning after an individual in a vehicle opened fire.[613]
January 22,Shreveport (1),Louisiana,0,8,8,"Five adults and three children were injured in a home, four of them critically.[614]"
January 22,Brookhaven,Georgia,1,3,4,A man was killed and three other people were injured at an apartment complex.[615]
January 22,Baton Rouge,Louisiana,0,12,12,"Twelve people were injured, three critically, at a bar.[616]"
January 21,Monterey Park,California,12[n 2],9,21,2023 Monterey Park shooting: A 72-year-old man killed eleven people and injured nine others at a dance studio in Monterey Park after a Lunar New Year celebration in the city.[617]
January 18,Lynchburg,Virginia,0,4[n 5],4,"Four people were injured, two critically, after two groups opened fire on each other in a parking lot.[618][619]"
January 17,Houston (2),Texas,0,4,4,Four people were injured during a drive-by shooting of a convenience store in Northeast Houston.[620]
January 16,Sanford,Florida,1,5,6,One woman was killed and five others were injured in a targeted car-to-car shooting at an intersection.[621]
January 16,Fort Pierce,Florida,1,11[n 9],12,One person was killed and 11 others were injured at a park during a Martin Luther King Jr. Day event. The shooting stemmed from a disagreement between two parties.[622]
January 16,Goshen,California,6,0,6,"Goshen shooting: A baby, a teenager, and four others were killed at a home.[623]"
January 15,Houston (1),Texas,1,4,5,"Five people were shot, one fatally, after a shooter opened fire outside a club in north Houston.[624]"
January 15,Rockford,Illinois,3,2,5,Multiple shootings occurred leaving three killed and two others injured.[625]
January 15,Phoenix (1),Arizona,0,4,4,"Four people, including a pregnant woman, were injured in a townhouse.[626]"
January 15,Homestead,Florida,1,3,4,One person was killed and three others were injured during a drive-by shooting near an intersection.[627]
January 13,Cleveland (1),Ohio,4,1,5,"A man went inside a home in the west side and opened fire, shooting five family members, killing four, before being taken into custody.[628][629]"
January 9,Minneapolis (2),Minnesota,0,4,4,Four people were shot near the Lake Street/Midtown station at about 8:00 p.m.[630]
January 9,Philadelphia (1),Pennsylvania,3,1,4,Three people were killed and one was critically injured in the Mayfair neighborhood.[631]
January 9,Denver (1),Colorado,0,4,4,Four people were wounded near an intersection in the LoDo neighborhood.[632]
January 8,Albany,Georgia,0,4,4,"Four people, including three teenagers, were wounded in a drive-by shooting while playing basketball in Driskell Park.[633]"
January 8,Minneapolis (1),Minnesota,0,4,4,A woman and three men were wounded outside of a party on Hennepin Avenue.[634]
January 7,Huntsville,Alabama,2,13,15,Two women were killed and 13 other people were wounded during a shootout between two groups at a birthday party held in a strip mall.[635]
January 7,Lee Township,Michigan,4[n 2],0,4,A man killed his wife and two daughters before killing himself.[636]
January 7,High Point (1),North Carolina,5[n 2],0,5,A man killed his three children and his wife before killing himself.[637]
January 6,San Francisco (1),California,1,3,4,"Four people were shot, one fatally, near a police station in the Mission District.[638]"
January 6,Dallas (1),Texas,3,2,5,Three people were killed and two others were injured in the parking lot of an apartment building in North Dallas.[639]
January 5,New Orleans (2),Louisiana,2,3,5,Two were killed and three were injured in Central City.[640]
January 5,Miami Gardens,Florida,0,10,10,At least 10 people were wounded outside a restaurant during the filming of a music video for rapper French Montana.[641]
January 4,Enoch,Utah,8[n 2],0,8,"Killing of the Haight family: A man fatally shot his five children, wife, and mother-in-law before killing himself.[642]"
January 4,Baltimore (1),Maryland,1,4,5,"Five teenage boys were shot, one fatally, at a mall in West Baltimore.[643]"
January 4,Dumfries,Virginia,1,4,5,"A man shot his teenage girlfriend, her three siblings and a teenage relative in a domestic dispute.[644]"
January 3,New Orleans (1),Louisiana,0,4,4,Four people were shot and wounded in the Hoffman Triangle neighborhood.[645]
January 3,Washington (1),District of Columbia,1,3,4,"One man was killed and three males were injured, including an eight-year-old boy, after two shooters opened fire near an intersection in Northwest DC.[646]"
January 1,Allentown,Pennsylvania,0,4,4,Four adults were injured near a recreation center.[647]
January 1,Chicago (1),Illinois,1,3,4,A 17-year-old boy was killed and three other teenagers were wounded in Washington Park during a car-to-car shooting.[648]
January 1,Durham (1),North Carolina,0,5,5,Five people were injured in a drive-by shooting outside a Subway restaurant.[649]
January 1,Clinton,Maryland,2,2,4,"Two adults were killed and two others, including a child, were injured in a domestic violence incident.[650]"
January 1,Ocala,Florida,2,4,6,Two people were killed and four others were injured in an early-morning shooting amid a crowd of approximately 100 people.[651]
January 1,Oklahoma City (1),Oklahoma,1,3,4,One person was killed and at least three others were injured in a parking lot in downtown Oklahoma City.[652]
January 1,Mifflin Township,Ohio,1,4,5,One person was killed and four others were injured at a strip club near John Glenn Columbus International Airport after an argument escalated into gunfire.[653]
