2024 date,Location,State or territory,Dead,Injured,Total,Description
April 19,Greenbelt,Maryland,0,5,5,"Around 500 juvenile and young adult students gathered at a park for ""senior skip day"" for a water gun fight. During the fight, someone opened fire with an actual gun, striking five teenagers.[436]"
April 18,Chackbay,Louisiana,0,4,4,A fight among a group of people escalated into a shooting that wounded four during the evening hours.[437]
April 16,New York City (4),New York,1,3,4,One person was killed and three were injured by two shooters riding scooters in the Mount Eden neighborhood of The Bronx.[438]
April 16,Sampson County,North Carolina,1,3,4,A man was killed and three others were injured south of Clinton.[439]
April 14,Hopkinsville,Kentucky,0,4,4,"A drive-by shooting outside a county health department office wounded four, including three juveniles.[440]"
April 14,New Orleans (3),Louisiana,1,11,12,A shooting at a nightclub in the Lower Garden District killed a woman and injured eleven others.[441]
April 14,Richmond (1),Virginia,1,3,4,A teenager was killed and three others were injured in a shooting outside a home in the Montrose Heights neighborhood.[442]
April 14,Dallas (2),Texas,1,8,9,A shooting believed to have stemmed from gang violence killed a woman and injured eight others after a large party went out onto the street in South Dallas.[443]
April 14,Nashville (3),Tennessee,0,6,6,An argument between the two individuals escalated into a shooting that left six people injured near a nightclub in South Nashville.[444]
April 13,Coldwater,Mississippi,1,3,4,A man was killed and three others were injured in a shooting at a home during the morning hours.[445]
April 13,Albany (1),Georgia,0,4,4,"A fight at a nightclub between gang members escalated when a man fired shots into a crowd, striking four, during the early morning hours.[446]"
April 13,Chicago (6),Illinois,1,10,11,"A child was killed and ten others, including three other children, were injured when three shooters walked up to a street and opened fire at a remote crowd during a family gathering in the Back of the Yards neighborhood on the South Side.[447]"
April 13,Wynne,Arkansas,1,9,10,A man was killed and nine others were injured in a shooting erupted at a block party during the evening hours.[448]
April 12,Memphis (3),Tennessee,2[n 2],3[n 2],5,"Two suspects engaged in a shootout with Memphis Police Department officers, leaving a suspect and a police officer dead and the other suspect and two others wounded. The dead officer was killed by friendly fire from other officers.[449][450]"
April 11,Lockhart,Florida,1,3,4,"Four men were shot, one fatally, near an apartment complex during the evening hours in a targeted attack.[451]"
April 10,Washington (4),District of Columbia,1,5,6,"One man was killed and five others injured, including two children, in Northeast DC.[452]"
April 9,Tampa (1),Florida,0,4[n 1],4,Three women were injured after a verbal altercation between two groups of teenagers escalated into a shooting near Armature Works in Tampa Heights. A teenager who was involved in the shooting was also injured and later arrested.[453]
April 7,Oklahoma City (1),Oklahoma,1,3,4,"Four bystanders to a fight in an event center parking lot in the Grand Portland neighborhood were shot, with one woman being killed.[454]"
April 7,Washington (3),District of Columbia,0,4,4,Three men and a woman were shot in the Bellevue neighborhood of Southwest DC during the evening hours.[455]
April 7,San Antonio (2),Texas,0,6,6,"Six people, including three teenagers, were struck by gunfire in an event center parking lot in Uptown when they were fired upon from across the street.[456]"
April 6,Stockton,California,1,3,4,"A man was found in a car suffering a gunshot wound following reports of shots fired. Shortly afterwards, police engaged in a chase with a car believed to be involved with the previous shooting and after the vehicle was stopped, three teenagers were found inside injured. A teenage boy later died from his injuries.[457]"
April 6,Doral,Florida,2[n 1],7,9,"During a fight at a nightclub in the CityPlace Doral mall, a man pulled out a gun and shot a security guard who attempted to intervene, killing him. The man and the security team got into a shootout, ending with the gunman killed and seven people, including a police officer, wounded.[458]"
April 5,North Little Rock,Arkansas,1,3,4,A man fatally shot a woman in a car and injured three others in a domestic violence incident. The shooter was located by a police dog in an abandoned house and arrested.[459]
April 5,Riviera Beach,Florida,0,4,4,Three adults and a juvenile were shot at an intersection during the evening hours.[460]
April 2,Des Moines,Iowa,1,3,4,A shooting at an apartment complex in the McKinley School/Columbus Park neighborhood shortly before midnight killed one and injured three.[461]
April 1,Eastpointe,Michigan,0,4,4,"A victim's car was rammed into and at least one occupant in the ramming vehicle then opened fire, wounding four, including a pregnant woman.[462]"
March 31,Jacksonville (1),Florida,3[n 1],1,4,An argument between a son and father turned into a shooting in which the son killed the father and one of his brothers and wounded his mother before taking his own life in the Duclay neighborhood of Westside.[463]
March 31,Paris,Texas,0,4,4,A fight between two men at a block party being held at a government housing complex turned into a shooting that injured four during the early morning hours.[464]
March 31,St. Petersburg,Florida,0,4,4,"An argument in a bar in the United Central neighborhood escalated into a shooting that injured four, including a 17-year-old girl.[465]"
March 31,Jackson (2),Mississippi,0,5[n 1],5,"A young adult woman opened fire at a birthday party at a park in Belhaven due to a fight and injured four, including an eight-year-old and a teenager. The shooter accidentally shot herself as well.[466]"
March 31,Jackson (1),Mississippi,1,3,4,An altercation among a group of young men at a gas station escalated into a shooting that killed one and injured three during the early morning hours.[467]
March 31,Nashville (2),Tennessee,1,5,6,"A man opened fire on an Alabama family for ""invading"" his ""personal space"" at a restaurant in the Salemtown neighborhood. The shooter killed another man and injured five others before fleeing, and he was later arrested two days later in Princeton, Kentucky.[468][469]"
March 31,Dublin,Georgia,2,5,7,Two people were killed and five others were injured in a suspected gang shooting. Three men were later arrested in connection to the shooting.[470][471]
March 31,Chicago (5),Illinois,1,3,4,A 16-year-old boy was fatally shot in the head and three men were injured when two people got out of a car and opened fire on them in the Austin neighborhood on the city's west side.[472][473]
March 30,Indianapolis (4),Indiana,0,7,7,Seven young people between the ages of 12 and 17-years-old were shot outside the Circle Centre Mall in Downtown Indianapolis.[474]
March 30,Bridgeport,Connecticut,2,2,4,"Four people were shot, two fatally, in the East End neighborhood.[475]"
March 29,Sparks,Nevada,1[n 1],3,4,"A man shot and wounded a police officer during a traffic stop, then invaded a home and shot at officers, wounding two. The suspect and officers exchanged gunfire, during which time the suspect was killed.[476]"
March 29,Mobile (1),Alabama,1,4,5,A man was killed and four others were injured when a group drove a car into the backyard of a home and opened fire in the Rickarby neighborhood.[477]
March 29,Detroit (1),Michigan,0,5,5,Five people were shot in a dispute over a parking space at a blues club in the Barton-McFarland neighborhood on the city's west side.[478]
March 27,Houston (2),Texas,1,3,4,"A dispute between two families escalated when a person opened fire with a rifle in the Fifth Ward, killing a woman and injuring three others.[479]"
March 25,Pompano Beach,Florida,1,3,4,A 16-year-old was killed and three others were injured in a shooting near a convenience store during the late afternoon.[480]
March 24,Indianapolis (3),Indiana,1[n 1],5,6,Three men and two women were injured when a shooting occurred in a bar parking lot near east Washington Street just after midnight. Two police officers exchanged gunfire with a suspect and mortally wounded the man.[481]
March 23,Thomasville,North Carolina,1,3,4,A man was killed and three others were injured in a shooting during the late afternoon in a neighborhood.[482]
March 22,New Orleans (2),Louisiana,2,2,4,Two men were killed and two others were injured when they were fired upon from a pickup truck near an intersection in the Seventh Ward as they sat outside on lawn chairs.[483]
March 21,Huntington,West Virginia,3[n 1],1,4,"A man fatally shot two women, including his wife, and injured a toddler at a home. The man later fatally shot himself on the bank of the Ohio River near McClelland Park.[484]"
March 17,Washington (2),District of Columbia,2,5,7,Two people were killed and five others were injured in an early morning shooting in the Shaw neighborhood of Northwest DC.[485]
March 16,Manteca,California,0,4,4,"Shortly before midnight, a bar fight erupted and then spilled out into the parking lot where a shooting occurred, leaving four injured.[486]"
March 16,Montgomery (2),Alabama,1,3,4,"Four men were shot, one fatally, in southern Montgomery shortly before midnight.[487]"
March 16,El Paso,Texas,1,3,4,A shooting during the early morning hours at a bar in the Vista Del Sol West area of East El Paso killed a man and injured three others.[488]
March 16,Euclid (1),Ohio,0,4,4,"Four people were shot, including one who was also hit by a car, and one other person was injured when a shooting erupted at a gathering at a business during the early morning hours.[489]"
March 16,Indianapolis (2),Indiana,1,5,6,A person was killed and five others were injured in a shooting at a bar in the Broad Ripple neighborhood not too long after midnight.[490]
March 14,Memphis (2),Tennessee,1,4[n 1],5,"A street fight among a group of children in South Memphis escalated when a man shot an armed woman, killing her, and injured three children. The slain woman's daughter then grabbed her mother's gun and shot the man who killed her.[491]"
March 12,North Las Vegas (1),Nevada,4[n 1],0,4,A 43-year-old man was fatally shot by police after he shot and killed three women and a dog at an apartment.[492]
March 12,Bradford County,Florida,3,1,4,A 46-year-old man fatally shot his girlfriend and her two adult daughters and injured her granddaughter in a domestic violence incident at a home south of Lawtey.[493]
March 10,Nashville (1),Tennessee,1[n 1],3,4,"A 25-year-old man who formerly resided at an apartment in Antioch showed up armed at it and opened fire, wounding two women and a young boy on the boy's birthday before fatally shooting himself.[494]"
March 10,Sumter,South Carolina,0,4,4,Four people were injured in a shooting at a bar and grill.[495]
March 10,Shreveport (1),Louisiana,1,3,4,"Multiple shooters are believed to have shot four men outside a closed CVS Pharmacy in the Sunset Acres neighborhood. The following day, a 22-year-old man died from his injuries at a hospital.[496]"
March 10,Jonesboro,Arkansas,3[n 1],5,8,A man fatally shot two and injured five others in a domestic incident at a house party before committing suicide.[497][498]
March 8,San Antonio (1),Texas,4[n 1],0,4,A man shot and killed his wife and two children. He killed himself after setting his house on fire.[499]
March 7,Goldsboro,North Carolina,0,4,4,"A suspect was arrested and charged with attempted murder after wounding four people, including a one-year-old boy.[500]"
March 6,Philadelphia (3),Pennsylvania,0,8,8,Eight Northeast High School students were shot while waiting at a bus stop when three people in a car pulled up and opened fire on them in the city's northeast side.[501]
March 4,Philadelphia (2),Pennsylvania,1,4,5,A student from Imhotep Institute Charter High School was killed and four others were injured at a SEPTA bus stop in the Ogontz neighborhood when two people opened fire on them.[502]
March 4,Sonoma County,California,1[n 1],4,5,Four deputies were shot while chasing a man in a car near Santa Rosa. The suspect then crashed and died.[503]
March 3,Clay County,Mississippi,1,12,13,"At least three people opened fire at a nightclub north of West Point shortly after midnight, killing a woman and injuring twelve others.[504]"
March 3,King City,California,4,7,11,Four adults were killed and seven others were injured in a suspected gang shooting at a house party.[505]
March 2,Sherrelwood,Colorado,0,5[n 2],5,"Two strangers opened fire at a birthday party at a sports bar, injuring each other as well as three others, including a teenager.[506]"
March 2,Pembroke,North Carolina,2,4,6,Two people were killed and four others were injured after a fight escalated into a shooting at an apartment complex frequented by University of North Carolina at Pembroke students. A teenage student was among the dead.[507]
March 2,Houston (1),Texas,0,4,4,Four people were injured outside a Washington Corridor club after a fight between patrons and security guards escalated.[508]
March 2,Natchez,Louisiana,1,3,4,"A group of four were fired upon as they drove away from an apartment complex, killing a teenager and wounding three others, and causing them to crash.[509]"
February 29,Lexington,Missouri,1,3[n 1],4,"A teenage boy opened fire on three other teenage boys at an apartment complex, killing one and injuring the others. He injured himself in the process.[510]"
February 29,Independence,Missouri,2,3[n 1],5,A police officer and civil process server were killed and two other police officers were injured when a man opened fire during an attempted eviction at a residence. The man was injured in an exchange of gunfire and arrested.[511]
February 28,Country Club,Florida,4[n 1],0,4,A man fatally shot his wife and their two children before committing suicide at an apartment. Their bodies were not found for about two weeks.[512]
February 28,Orlando (1),Florida,1,6,7,One person was killed and six were injured in the Rosemont neighborhood after an argument over a vehicle escalated.[513]
February 27,Minneapolis (1),Minnesota,1,3,4,"Multiple shooters opened fire in the Ventura Village neighborhood, killing a man and injuring three others.[514]"
February 26,Louisville (2),Kentucky,1,3,4,"Four men were shot, one fatally, at an apartment complex in the Fern Creek neighborhood shortly before midnight.[515]"
February 26,Chicago (4),Illinois,1,4[n 1],5,"A dispute led to one person killed, and four others, including the suspect wounded in the Greater Grand Crossing neighborhood in the city's south side.[516]"
February 25,Point Hope,Alaska,2,2,4,A 16-year-old boy was taken into custody after killing two people and seriously injuring two others at a home.[517]
February 25,Kansas City (4),Missouri,1,3,4,An argument in a parking lot during the early morning led to a shooting that killed one and injured three others in the South Indian Mound neighborhood.[518]
February 25,Milwaukee (1),Wisconsin,3,1,4,"After a domestic violence incident turned into a fight, multiple people pulled out firearms and began firing at each other. A 28-year-old man and 21-year-old woman were killed and two others were injured. The shooting occurred in the Sherman Park neighborhood on the city's northwest side. On February 29, a 39-year-old man succumbed from his injuries at a hospital.[519][520][521]"
February 25,Chicago (3),Illinois,3,1,4,Two unidentified gunmen fatally shot three males and injured a teenage boy inside a residence in the West Chatham district in the Chatham neighborhood on the city's south side.[522]
February 25,Chicago (2),Illinois,1,3,4,"A teenager was fatally shot and three others, including another teenager, were injured when two people opened fire upon them in Pottawattomie Park in the Rogers Park neighborhood in the city's north side.[523]"
February 24,Frisco City,Alabama,0,6,6,"Six people were injured, two critically, when a fight broke out at a bonfire. One 25-year-old man is facing two counts of attempted murder [524] while another man has been arrested.[525][526]"
February 24,Pittsburgh (1),Pennsylvania,1,3,4,A man was killed and three others were injured near a bar after a dispute in the Marshall-Shadeland neighborhood on the city's North Side.[527]
February 20,Allentown (1),Pennsylvania,0,4,4,"A man fired into a crowd outside a home in the West Park neighborhood, striking four.[528]"
February 19,Indianapolis (1),Indiana,1,5,6,One person was killed and five were injured when an altercation escalated at a Waffle House in the city's southwest side.[529]
February 18,Middleton,Wisconsin,3[n 1],1,4,A woman fatally shot her two children and injured their father before fatally shooting herself at an apartment complex in the Maywood neighborhood.[530]
February 18,Carson,California,0,4,4,Four people were injured in a shooting at a warehouse party.[531]
February 18,Montgomery (1),Alabama,1,3,4,A man was killed and another man and two women were injured in a shooting at a home. A suspect has been charged with one count of murder.[532]
February 18,New York City (3),New York,0,4,4,Four people were injured when a man opened fire outside a bar on Adam Clayton Powell Jr. Boulevard in Harlem.[533]
February 18,Burnsville (1),Minnesota,4[n 1],1,5,"2024 Burnsville shooting: Police and medics were fired upon from a home while responding to a domestic incident. Two officers and a firefighter were killed while another officer suffered a gunshot wound.[534] After opening fire on first responders, the shooter fatally shot himself.[535]"
February 16,Birmingham (1),Alabama,4,0,4,Four people were fatally shot at a car wash in the College Hills neighborhood.[536]
February 15,Fayetteville,Arkansas,1,4,5,One man was killed and four others were injured in a shooting in the parking lot of an environmental center.[537]
February 14,Atlanta (1),Georgia,0,4,4,Four people were injured at Benjamin Elijah Mays High School in a drive-by shooting.[538]
February 14,Kansas City (3),Missouri,1,21[n 2],22,"2024 Kansas City parade shooting: A DJ for KKFI was killed and twenty-one others, including at least nine children, were injured in a shooting outside of Kansas City Union Station at the end of the Super Bowl LVIII victory parade for the Kansas City Chiefs. The shooting stemmed from an argument among four males, with one man opening fire on three of the others, prompting a shootout in which one of the other men fired the fatal bullet. At least two of the shooters were injured.[539]"
February 14,Evans County,Georgia,2,2,4,Two people were killed and two others were injured in a morning motel shooting outside of Claxton.[540]
February 13,Baltimore (2),Maryland,0,4,4,Four people were shot in the Johnstone Square neighborhood.[541]
February 12,Toa Baja,Puerto Rico,5,3,8,Five people were killed and four others were critically injured in a shooting at a streetside bar.[542]
February 12,New York City (2),New York,1,5,6,One person was killed and five others injured after a fight turned into a shooting at the Mount Eden Avenue station in the Highbridge neighborhood of The Bronx.[543]
February 11–12,"Huntington Park, Florence-Graham, & Cudahy",California,4,1,5,"Three males went on an apparent random shooting spree in Los Angeles County, killing four, including a teenager, and wounding another teenager.[544]"
February 11,Jackson (1),Tennessee,1[n 1],4,5,A man shot four people inside a bar before being fatally shot by a responding police officer.[545]
February 11,Chicago (1),Illinois,0,7,7,"An argument in the Little Village neighborhood in the city's west side led to a man shooting a woman and firing into a crowd, striking six others.[546]"
February 9,Washington (1),District of Columbia,1,3,4,One man was killed and three others were injured in a shooting in the Trinidad neighborhood of Northeast DC.[547]
February 9,Dallas (1),Texas,0,5,5,"Five people, including two juveniles, were shot in an apartment complex parking lot in southern Dallas.[548]"
February 7,East Lansdowne,Pennsylvania,6[n 1],2,8,"2024 East Lansdowne shooting: A man killed his niece and shot two police officers before setting his house on fire, killing himself and four other relatives who were trapped inside.[549]"
February 4,Denver (1),Colorado,2,4,6,Two people were killed and four others were injured in an early morning shooting in the Green Valley Ranch neighborhood.[550]
January 31,Alexandria (1),Louisiana,0,5,5,Five people were shot at multiple locations over a narcotics dispute.[551]
January 31,Louisville (1),Kentucky,1,3,4,A shooting in the Russell neighborhood left one man dead and three others injured.[552]
January 30,Grenada (2),Mississippi,0,4,4,"At least one person fired into a window of an apartment, injuring four inside.[553]"
January 30,Gwinnett County (1),Georgia,3[n 1],1,4,A man shot and injured his partner and killed two others before killing himself at an apartment complex southwest of Snellville.[554]
January 28,Memphis (1),Tennessee,2,2,4,Two people were killed and two were injured in a shooting at a home in northeast Memphis.[555]
January 28,Compton (2),California,0,4,4,Four people were injured in a shooting during a street takeover in the late evening.[556]
January 28,Harrisburg (1),Pennsylvania,0,4,4,Four people were injured in a shooting near an intersection in southeast Harrisburg.[557]
January 28,Palm Bay (2),Florida,4[n 1],2,6,A man killed three people before injuring two police officers in a shootout. He was killed after getting in a chase with additional police officers.[558][559]
January 27,Grenada (1),Mississippi,1,3,4,"A spree of connected shootings during the early morning in which at least one person shot into four different residences killed one and injured three, including a child.[560]"
January 27,Los Angeles (2),California,4[n 1],0,4,"A man opened fire at a home in the Granada Hills neighborhood, killing his wife, son, and daughter before fatally shooting himself.[561]"
January 27,Kings Mountain,North Carolina,1,3,4,A woman was killed and three others were injured in a shooting at an intersection.[562]
January 27,Charlotte (1),North Carolina,3,1,4,A fight in the parking lot of an apartment complex in the Montclaire South neighborhood escalated into a shooting that killed three and injured one other.[563]
January 25,Kansas City (2),Missouri,0,4,4,"Four people were injured, including a teenager who was put in critical condition, in a shooting in the Santa Fe neighborhood of the East Side.[564]"
January 24,Yauco,Puerto Rico,4[n 1],0,4,"A man shot and killed his ex-girlfriend, her brother, and her mother before killing himself at a relative's house.[565]"
January 24,New Orleans (1),Louisiana,1,3,4,"A shooting during the early morning left a man dead and three others injured, including two juveniles, in the Algiers neighborhood.[566]"
January 23,San Bernardino County,California,6,0,6,Six people were found shot to death in a dispute over illegal marijuana in a remote part of the Mojave Desert off U.S. Route 395 northwest of Adelanto. Five people have been arrested.[567][568]
January 21,Preston Heights & Joliet,Illinois,9[n 1],1,10,"2024 Joliet shootings: A man opened fire at four different locations in the Joliet area of Will County, including at two homes. A total of eight people, mostly family members of the shooter, were killed and one person was injured. The suspect fatally shot himself in a confrontation with law enforcement officials near Natalia, Texas a day later.[569]"
January 21,Harris County (2),Texas,3,2,5,Three people were killed and two were injured in a short-term rental property northeast of Katy.[570]
January 21,Tinley Park,Illinois,4,0,4,A man killed his wife and three adult daughters in his home.[571]
January 21,New York City (1),New York,1,3,4,A man was killed and three others were injured in a shooting at a restaurant in the Wakefield neighborhood of the Bronx.[572]
January 20,Plantation,Florida,1,3,4,Four people were injured in a parking lot shooting. One of the victims later died from their injuries.[573]
January 20,Palm Bay (1),Florida,3,2,5,"A man killed three people and wounded two others, including a teenager, at an apartment complex. He was later arrested in Melbourne.[574]"
January 20,Coraopolis,Pennsylvania,1,3,4,A man was killed and three others were injured in a shooting at a bar during the early morning hours.[575]
January 20,Tuscaloosa County (1),Alabama,1,3,4,A shooting at a gathering near Buhl left a man dead and three others injured.[576]
January 19,Baltimore (1),Maryland,3,1,4,An argument at a business in the Woodmere neighborhood led to a shooting that killed three and injured one.[577]
January 18,San Francisco,California,1,4,5,One person was killed and four others were injured during a shooting in the Tenderloin District.[578]
January 17,Las Vegas,Nevada,2,2,4,Two people were killed and two others were injured in a shooting after an altercation between multiple individuals escalated in Downtown Las Vegas.[579]
January 17,Kansas City (1),Missouri,0,6,6,A man shot and injured six people at the Crown Center mall after an argument.[580]
January 17,Union Township,New Jersey,4[n 1],0,4,A woman fatally shot her husband and two daughters before committing suicide.[581]
January 16,Ceiba,Puerto Rico,5,0,5,"Five people, including a 16-year-old boy, were killed in a drive-by shooting motivated by drug trafficking.[582]"
January 14,West Point,Mississippi,2,3,5,"Multiple shooters opened fire at two different locations a block apart, including at a hospital where a teenager was killed. In total, two were killed and three were injured.[583]"
January 14,Harris County (1),Texas,0,4,4,Four teenagers were injured during a shooting at a party at a warehouse southeast of Aldine.[584]
January 14,Philadelphia (1),Pennsylvania,2,4,6,Two people were killed and four others were injured in the Strawberry Mansion neighborhood of North Philadelphia.[585]
January 13,Fort Bend County,Texas,5[n 1],0,5,"A man killed his estranged wife and three other family members, including his eight-year-old niece, at a home southwest of Four Corners before committing suicide.[586]"
January 11,Compton (1),California,0,5,5,A man injured five people at an intersection in a drive-by shooting that is thought to be gang-related.[587]
January 9,Portsmouth,Virginia,2,2,4,Two people were killed and three others were injured after an argument led to a shooting.[588]
January 7,Henry County,Alabama,0,4,4,Four people were shot and two to three other people were hurt while fleeing a shootout during a party near Abbeville.[589]
January 6,Reedley,California,4,0,4,A teenager fatally shot four of his neighbors at their home and robbed the house of its firearms before attempting to hide two of the victim's bodies with the help of his mother.[590]
January 4,Baton Rouge (2),Louisiana,1,5,6,"Multiple shooters opened fire outside of an apartment complex from a car, killing one person and injuring five others.[591]"
January 4,Perry,Iowa,3[n 1],6,9,"Perry High School shooting: One student was killed and four other students and three staff members were injured at Perry High School. The shooter, a 17-year-old student at the school, committed suicide.[592] One of the people who was shot died from his injuries on January 14.[593]"
January 2,Cicero,Illinois,3[n 1],1,4,A man fatally shot his girlfriend and her cousin and injured his infant son before killing himself.[594]
January 1,Maywood,Illinois,2,2,4,A man fatally shot a teenager and another man and injured two other men.[595]
January 1,Halawa and Honolulu,Hawaii,1[n 1],3,4,"A man wanted for shooting a man and stabbing another on December 16, 2023 in the Kalihi neighborhood of Honolulu shot a woman on the interstate in Halawa on New Years and stole her car. Officers attempted to apprehend the man in Kalihi, but he opened fire and successfully escaped. He then stole another woman's car at gunpoint after crashing near Kaneohe and drove back to Honolulu. The man then shot two police officers before being killed in the Manoa neighborhood.[596]"
January 1,Orange (1),Texas,4[n 1],0,4,A man fatally shot three of his family members at a house before turning the gun on himself.[597]
January 1,Baton Rouge (1),Louisiana,1,4,5,A teenager was killed and four other people were injured in a drive-by shooting spanning a six-block radius.[598]
January 1,Greene County,Missouri,0,4,4,"Four people were shot at an event center. While investigators initially said a security guard shot them, it was later stated that he did not shoot any of the victims.[599]"
January 1,Los Angeles (1),California,2,8,10,Two people were killed and eight others were injured when a fight occurred at a New Year's party in Downtown Los Angeles.[600]
